hhid,tipo,tcuerda,p16a07a,p16a07b
1439.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,manzana
1440.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1441.0,agricola,cuerda/tarea de 40 varas por lado,3.0,manzana
1443.0,agricola,cuerda/tarea de 40 varas por lado,1.0,manzana
1443.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1444.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1446.0,agricola,cuerda/tarea de 40 varas por lado,6.0,cuerda
1446.0,agricola,cuerda/tarea de 40 varas por lado,6.0,cuerda
1446.0,agricola,cuerda/tarea de 40 varas por lado,3.0,cuerda
1447.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1448.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1450.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1450.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.5,cuerda
1451.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1451.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1451.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1452.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1452.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1452.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1453.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1453.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.5,cuerda
1454.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1455.0,agricola,cuerda/tarea de 40 varas por lado,4.0,cuerda
1455.0,agricola,cuerda/tarea de 40 varas por lado,4.0,cuerda
1455.0,agricola,cuerda/tarea de 40 varas por lado,1.0,cuerda
1456.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,16.0,cuerda
1457.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1457.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,0.5,cuerda
1461.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.5,cuerda
1462.0,agricola,cuerda/tarea de 40 varas por lado,5.0,cuerda
1462.0,agricola,cuerda/tarea de 40 varas por lado,15.0,cuerda
1466.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,16.0,cuerda
1470.0,agricola,cuerda/tarea de 40 varas por lado,6.0,cuerda
1470.0,agricola,cuerda/tarea de 40 varas por lado,18.0,cuerda
1472.0,agricola,cuerda/tarea de 40 varas por lado,10.0,cuerda
1473.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,6.0,cuerda
1473.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1477.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,11.0,cuerda
1480.0,agricola,cuerda/tarea de 40 varas por lado,4.0,cuerda
1486.0,agricola,cuerda/tarea de 40 varas por lado,6.0,cuerda
1489.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1489.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,7.0,cuerda
1489.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1489.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1490.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1491.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1492.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1492.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1492.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1492.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1492.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1493.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,0.5,cuerda
1494.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1495.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,10.0,cuerda
1495.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1495.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1495.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,6.0,cuerda
1496.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1496.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1496.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,7.0,cuerda
1496.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1496.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1497.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.5,cuerda
1497.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.5,cuerda
1498.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,10.0,cuerda
1498.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,7.0,cuerda
1499.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1500.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1501.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,6.0,cuerda
1502.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,12.0,cuerda
1503.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,11.0,cuerda
1503.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,10.0,cuerda
1504.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1505.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,9.0,cuerda
1506.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.5,cuerda
1506.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1507.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1508.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1509.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.5,cuerda
1509.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1510.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,9.0,cuerda
1511.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,8.0,cuerda
1511.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1511.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1512.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,0.5,cuerda
1513.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1514.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,0.20000000298023224,cuerda
1515.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1515.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1516.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1516.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1516.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1517.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1518.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1518.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1521.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1521.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1522.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1522.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1522.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1522.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1523.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.5,cuerda
1523.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.5,cuerda
1523.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1524.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1525.0,agricola,cuerda/tarea de 40 varas por lado,30.0,cuerda
1526.0,agricola,cuerda/tarea de 40 varas por lado,0.5,cuerda
1527.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1527.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1527.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1528.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1528.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1528.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1529.0,agricola,cuerda/tarea de 40 varas por lado,7.0,cuerda
1529.0,agricola,cuerda/tarea de 40 varas por lado,1.0,cuerda
1530.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1531.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1532.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1533.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,7.0,cuerda
1533.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1533.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1534.0,agricola,cuerda/tarea de 40 varas por lado,0.5,cuerda
1535.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1535.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1535.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1535.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1536.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1537.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1537.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.5,cuerda
1537.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1540.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1540.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1544.0,agricola,cuerda/tarea de 40 varas por lado,1.0,cuerda
1544.0,agricola,cuerda/tarea de 40 varas por lado,1.0,cuerda
1544.0,agricola,cuerda/tarea de 40 varas por lado,1.0,cuerda
1552.0,agricola,cuerda/tarea de 40 varas por lado,6.0,cuerda
1552.0,agricola,cuerda/tarea de 40 varas por lado,7.0,cuerda
1553.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1556.0,agricola,cuerda/tarea de 40 varas por lado,1.0,cuerda
1557.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1561.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1562.0,agricola,cuerda/tarea de 40 varas por lado,3.0,cuerda
1563.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1563.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1563.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1565.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1568.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1572.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1573.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,6.0,cuerda
1577.0,agricola,cuerda/tarea de 40 varas por lado,11.0,cuerda
1577.0,agricola,cuerda/tarea de 40 varas por lado,1.0,cuerda
1578.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1581.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,9.0,cuerda
1581.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,9.0,cuerda
1582.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1582.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,9.0,cuerda
1582.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1583.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1583.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1583.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1586.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,10.0,cuerda
1586.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1586.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1587.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1588.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1588.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1588.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1589.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1589.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1591.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,6.0,cuerda
1591.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1591.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,7.0,cuerda
1594.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1634.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1636.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,6.0,cuerda
1636.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1640.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1640.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1640.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1640.0,agricola,cuerda/tarea de 40 varas por lado,1.0,cuerda
1641.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1642.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1642.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1646.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,7.0,cuerda
1652.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1656.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1657.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1657.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1658.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,0.5,cuerda
1659.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1659.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1659.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1659.0,agricola,cuerda/tarea de 40 varas por lado,2.5,cuerda
1660.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1661.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1661.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1661.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,0.5,cuerda
1661.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1662.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1662.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1662.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,0.30000001192092896,cuerda
1663.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1663.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1663.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1663.0,agricola,cuerda/tarea de 40 varas por lado,3.0,cuerda
1663.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1664.0,agricola,cuerda/tarea de 40 varas por lado,1.0,cuerda
1665.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1669.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1683.0,agricola,cuerda/tarea de 40 varas por lado,2.5,cuerda
1684.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,6.0,cuerda
1684.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1685.0,agricola,cuerda/tarea de 40 varas por lado,3.0,cuerda
1687.0,agricola,cuerda/tarea de 40 varas por lado,10.0,cuerda
1687.0,agricola,cuerda/tarea de 40 varas por lado,4.0,cuerda
1689.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,36.0,cuerda
1690.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
1691.0,agricola,cuerda/tarea de 25 varas por lado,2.5,manzana
1693.0,agricola,cuerda/tarea de 25 varas por lado,30.0,cuerda
1693.0,agricola,cuerda/tarea de 25 varas por lado,30.0,cuerda
1695.0,agricola,cuerda/tarea de 25 varas por lado,30.0,cuerda
1696.0,agricola,cuerda/tarea de 25 varas por lado,36.0,cuerda
1697.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,36.0,cuerda
1698.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,12.0,cuerda
1699.0,agricola,cuerda/tarea de 40 varas por lado,12.0,cuerda
1699.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1701.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,45.0,cuerda
1703.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,12.0,cuerda
1704.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1704.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1705.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,10.0,cuerda
1706.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,manzana
1706.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
1709.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1709.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1709.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1709.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1711.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1711.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1711.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1713.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1713.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1713.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1714.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1714.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1716.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,25.0,cuerda
1717.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,32.0,cuerda
1717.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,19.0,cuerda
1717.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,7.0,cuerda
1717.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,6.0,cuerda
1717.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,9.0,cuerda
1718.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1719.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,0.5,cuerda
1720.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1720.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,4.0,cuerda
1724.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,10.0,cuerda
1725.0,agricola,cuerda/tarea de 40 varas por lado,2.0,cuerda
1725.0,agricola,cuerda/tarea de 40 varas por lado,4.0,cuerda
1725.0,agricola,cuerda/tarea de 40 varas por lado,4.0,cuerda
1725.0,agricola,cuerda/tarea de 40 varas por lado,5.0,cuerda
1731.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,20.0,cuerda
1736.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,8.0,cuerda
1737.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,17.0,cuerda
1739.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1739.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,cuerda
1739.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,cuerda
1739.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
1740.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1741.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
1741.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.5,cuerda
1742.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,6.0,cuerda
1743.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.7000000476837158,cuerda
1744.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.5,cuerda
1744.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,3.0,cuerda
