depto,mupio,sector,hhid,upm2,agreg3
sacatepequez,7.0,2.0,1047.0,3071002.0,8290.583984375
sacatepequez,7.0,2.0,1048.0,3071002.0,8621.275390625
sacatepequez,7.0,2.0,1049.0,3071002.0,9317.189453125
sacatepequez,7.0,2.0,1050.0,3071002.0,6484.62109375
sacatepequez,7.0,2.0,1051.0,3071002.0,6081.94775390625
sacatepequez,7.0,2.0,1052.0,3071002.0,11575.6240234375
sacatepequez,7.0,2.0,1053.0,3071002.0,9315.921875
sacatepequez,7.0,2.0,1054.0,3071002.0,4297.45849609375
sacatepequez,7.0,2.0,1055.0,3071002.0,8622.3603515625
sacatepequez,8.0,6.0,1056.0,3081006.0,12612.87890625
sacatepequez,8.0,6.0,1057.0,3081006.0,10963.0078125
sacatepequez,8.0,6.0,1058.0,3081006.0,3954.2587890625
sacatepequez,8.0,6.0,1059.0,3081006.0,4918.462890625
sacatepequez,8.0,6.0,1060.0,3081006.0,4896.419921875
sacatepequez,8.0,6.0,1061.0,3081006.0,11244.990234375
sacatepequez,8.0,6.0,1062.0,3081006.0,10581.509765625
sacatepequez,8.0,6.0,1063.0,3081006.0,29473.408203125
sacatepequez,8.0,6.0,1064.0,3081006.0,21608.048828125
sacatepequez,8.0,6.0,1065.0,3081006.0,5771.884765625
sacatepequez,8.0,6.0,1066.0,3081006.0,5959.92919921875
sacatepequez,8.0,10.0,1067.0,3082010.0,3465.32421875
sacatepequez,8.0,10.0,1068.0,3082010.0,9562.9423828125
sacatepequez,8.0,10.0,1069.0,3082010.0,12200.6162109375
sacatepequez,8.0,10.0,1070.0,3082010.0,4782.25634765625
sacatepequez,8.0,10.0,1071.0,3082010.0,8648.365234375
sacatepequez,8.0,10.0,1072.0,3082010.0,1053.1365966796875
sacatepequez,8.0,10.0,1073.0,3082010.0,13422.1005859375
sacatepequez,9.0,2.0,1074.0,3092002.0,4250.80126953125
sacatepequez,9.0,2.0,1075.0,3092002.0,12381.8974609375
sacatepequez,9.0,2.0,1076.0,3092002.0,6777.29150390625
sacatepequez,9.0,2.0,1077.0,3092002.0,5402.50634765625
sacatepequez,9.0,2.0,1078.0,3092002.0,4666.0244140625
sacatepequez,9.0,2.0,1079.0,3092002.0,19179.73046875
sacatepequez,9.0,2.0,1080.0,3092002.0,7001.60009765625
sacatepequez,9.0,2.0,1081.0,3092002.0,5378.5869140625
sacatepequez,9.0,2.0,1082.0,3092002.0,18639.359375
sacatepequez,9.0,2.0,1083.0,3092002.0,6885.7109375
sacatepequez,9.0,2.0,1084.0,3092002.0,2614.721435546875
sacatepequez,9.0,5.0,1085.0,3092005.0,19500.67578125
sacatepequez,9.0,5.0,1086.0,3092005.0,12470.025390625
sacatepequez,9.0,5.0,1087.0,3092005.0,3016.888916015625
sacatepequez,9.0,5.0,1088.0,3092005.0,3730.47607421875
sacatepequez,9.0,5.0,1089.0,3092005.0,9393.0166015625
sacatepequez,9.0,5.0,1090.0,3092005.0,9839.984375
sacatepequez,9.0,5.0,1091.0,3092005.0,6407.16650390625
sacatepequez,9.0,5.0,1092.0,3092005.0,9906.7255859375
sacatepequez,9.0,5.0,1093.0,3092005.0,7707.8779296875
sacatepequez,9.0,5.0,1094.0,3092005.0,13275.71875
sacatepequez,9.0,5.0,1095.0,3092005.0,8583.34765625
sacatepequez,9.0,6.0,1096.0,3092006.0,3200.4267578125
sacatepequez,9.0,6.0,1097.0,3092006.0,14581.8115234375
sacatepequez,9.0,6.0,1098.0,3092006.0,4889.31494140625
sacatepequez,9.0,6.0,1099.0,3092006.0,11312.662109375
sacatepequez,9.0,6.0,1100.0,3092006.0,3220.743896484375
sacatepequez,9.0,6.0,1101.0,3092006.0,5503.66650390625
sacatepequez,9.0,6.0,1102.0,3092006.0,15941.9482421875
sacatepequez,9.0,6.0,1103.0,3092006.0,5827.19140625
sacatepequez,9.0,6.0,1104.0,3092006.0,4308.1669921875
sacatepequez,9.0,6.0,1105.0,3092006.0,8764.177734375
sacatepequez,9.0,6.0,1106.0,3092006.0,2932.849365234375
sacatepequez,10.0,6.0,1107.0,3102006.0,4761.95751953125
sacatepequez,10.0,6.0,1108.0,3102006.0,3941.490478515625
sacatepequez,10.0,6.0,1109.0,3102006.0,6753.68798828125
sacatepequez,10.0,6.0,1110.0,3102006.0,4449.09765625
sacatepequez,10.0,6.0,1111.0,3102006.0,5117.19287109375
sacatepequez,10.0,6.0,1112.0,3102006.0,9084.2451171875
sacatepequez,12.0,2.0,1113.0,3121002.0,14939.044921875
sacatepequez,12.0,2.0,1114.0,3121002.0,5887.92138671875
sacatepequez,12.0,2.0,1115.0,3121002.0,9054.521484375
sacatepequez,12.0,2.0,1116.0,3121002.0,18102.544921875
sacatepequez,12.0,2.0,1117.0,3121002.0,7494.8046875
sacatepequez,12.0,2.0,1118.0,3121002.0,5175.2978515625
sacatepequez,12.0,2.0,1119.0,3121002.0,15946.720703125
sacatepequez,12.0,2.0,1120.0,3121002.0,18684.375
sacatepequez,12.0,9.0,1121.0,3121009.0,17534.572265625
sacatepequez,12.0,9.0,1122.0,3121009.0,9720.1279296875
sacatepequez,12.0,9.0,1123.0,3121009.0,9627.8779296875
sacatepequez,12.0,9.0,1124.0,3121009.0,6665.88720703125
sacatepequez,12.0,9.0,1125.0,3121009.0,27523.345703125
sacatepequez,12.0,9.0,1126.0,3121009.0,11597.5849609375
sacatepequez,12.0,9.0,1127.0,3121009.0,7099.96728515625
sacatepequez,12.0,9.0,1128.0,3121009.0,15663.244140625
sacatepequez,12.0,9.0,1129.0,3121009.0,11517.734375
sacatepequez,12.0,9.0,1130.0,3121009.0,5996.7353515625
sacatepequez,12.0,14.0,1131.0,3122014.0,14218.5615234375
sacatepequez,12.0,14.0,1132.0,3122014.0,5869.79833984375
sacatepequez,12.0,14.0,1133.0,3122014.0,9721.63671875
sacatepequez,12.0,14.0,1134.0,3122014.0,4444.4541015625
sacatepequez,12.0,14.0,1135.0,3122014.0,8469.3916015625
sacatepequez,12.0,14.0,1136.0,3122014.0,5199.81201171875
sacatepequez,12.0,14.0,1137.0,3122014.0,6107.50244140625
sacatepequez,12.0,14.0,1138.0,3122014.0,6124.55029296875
sacatepequez,12.0,14.0,1139.0,3122014.0,9599.318359375
sacatepequez,12.0,16.0,1140.0,3122016.0,3313.28955078125
sacatepequez,12.0,16.0,1141.0,3122016.0,14816.798828125
sacatepequez,12.0,16.0,1142.0,3122016.0,17240.3515625
sacatepequez,12.0,16.0,1143.0,3122016.0,12541.455078125
sacatepequez,12.0,16.0,1144.0,3122016.0,20213.82421875
sacatepequez,12.0,16.0,1145.0,3122016.0,35157.60546875
sacatepequez,12.0,16.0,1146.0,3122016.0,4595.95751953125
sacatepequez,12.0,16.0,1147.0,3122016.0,5090.412109375
sacatepequez,13.0,3.0,1148.0,3131003.0,4858.1875
sacatepequez,13.0,3.0,1149.0,3131003.0,8548.5625
sacatepequez,13.0,3.0,1150.0,3131003.0,5792.44970703125
sacatepequez,13.0,3.0,1151.0,3131003.0,3592.9326171875
sacatepequez,13.0,3.0,1152.0,3131003.0,9808.9453125
sacatepequez,13.0,3.0,1153.0,3131003.0,4671.2470703125
sacatepequez,13.0,3.0,1154.0,3131003.0,6905.08984375
sacatepequez,13.0,3.0,1155.0,3131003.0,9471.8994140625
sacatepequez,13.0,3.0,1156.0,3131003.0,9579.9697265625
sacatepequez,13.0,3.0,1157.0,3131003.0,17888.353515625
sacatepequez,14.0,1.0,1158.0,3141001.0,4918.52685546875
sacatepequez,14.0,1.0,1159.0,3141001.0,3745.78271484375
sacatepequez,14.0,1.0,1160.0,3141001.0,2352.314697265625
sacatepequez,14.0,1.0,1161.0,3141001.0,3305.745361328125
sacatepequez,14.0,1.0,1162.0,3141001.0,3493.924072265625
sacatepequez,14.0,1.0,1163.0,3141001.0,3605.602294921875
sacatepequez,14.0,1.0,1164.0,3141001.0,9394.8515625
sacatepequez,14.0,1.0,1165.0,3141001.0,8777.9033203125
sacatepequez,14.0,1.0,1166.0,3141001.0,7934.3544921875
sacatepequez,14.0,1.0,1167.0,3141001.0,5425.5205078125
sacatepequez,14.0,1.0,1168.0,3141001.0,4884.12744140625
sacatepequez,14.0,2.0,1169.0,3141002.0,4253.15576171875
sacatepequez,14.0,2.0,1170.0,3141002.0,2327.718994140625
sacatepequez,14.0,2.0,1171.0,3141002.0,2538.614501953125
sacatepequez,14.0,2.0,1172.0,3141002.0,3601.0224609375
sacatepequez,14.0,2.0,1173.0,3141002.0,2637.02392578125
sacatepequez,14.0,2.0,1174.0,3141002.0,2065.487548828125
sacatepequez,14.0,2.0,1175.0,3141002.0,889.1130981445312
sacatepequez,14.0,2.0,1176.0,3141002.0,3080.571533203125
sacatepequez,14.0,8.0,1177.0,3141008.0,2863.314208984375
sacatepequez,14.0,8.0,1178.0,3141008.0,4341.18701171875
sacatepequez,14.0,8.0,1179.0,3141008.0,3276.54736328125
sacatepequez,14.0,8.0,1180.0,3141008.0,3115.105712890625
sacatepequez,14.0,8.0,1181.0,3141008.0,3247.17578125
sacatepequez,14.0,8.0,1182.0,3141008.0,4311.54345703125
sacatepequez,14.0,8.0,1183.0,3141008.0,4101.060546875
sacatepequez,14.0,8.0,1184.0,3141008.0,2427.270751953125
sacatepequez,14.0,8.0,1185.0,3141008.0,7500.12548828125
sacatepequez,14.0,8.0,1186.0,3141008.0,4818.611328125
sacatepequez,14.0,8.0,1187.0,3141008.0,2140.350830078125
sacatepequez,14.0,8.0,1188.0,3141008.0,7986.85888671875
sacatepequez,15.0,3.0,1189.0,3151003.0,19147.3359375
sacatepequez,15.0,3.0,1190.0,3151003.0,10347.0361328125
sacatepequez,15.0,3.0,1191.0,3151003.0,6099.97216796875
sacatepequez,15.0,3.0,1192.0,3151003.0,9333.822265625
sacatepequez,15.0,3.0,1193.0,3151003.0,7366.32177734375
sacatepequez,15.0,3.0,1194.0,3151003.0,18086.177734375
sacatepequez,15.0,3.0,1195.0,3151003.0,6634.71826171875
sacatepequez,15.0,3.0,1196.0,3151003.0,7142.45849609375
sacatepequez,15.0,3.0,1197.0,3151003.0,9982.7431640625
chimaltenango,1.0,1.0,1198.0,4011001.0,5393.15380859375
chimaltenango,1.0,1.0,1199.0,4011001.0,14470.4833984375
chimaltenango,1.0,1.0,1200.0,4011001.0,34153.72265625
chimaltenango,1.0,5.0,1201.0,4011005.0,9712.578125
chimaltenango,1.0,5.0,1202.0,4011005.0,3898.567138671875
chimaltenango,1.0,5.0,1203.0,4011005.0,11815.505859375
chimaltenango,1.0,5.0,1204.0,4011005.0,14913.1943359375
chimaltenango,1.0,5.0,1205.0,4011005.0,9129.7958984375
chimaltenango,1.0,5.0,1206.0,4011005.0,8021.6923828125
chimaltenango,1.0,5.0,1207.0,4011005.0,10546.3720703125
chimaltenango,1.0,5.0,1208.0,4011005.0,9223.486328125
chimaltenango,1.0,6.0,1209.0,4011006.0,8344.880859375
chimaltenango,1.0,6.0,1210.0,4011006.0,13492.4033203125
chimaltenango,1.0,6.0,1211.0,4011006.0,8290.572265625
chimaltenango,1.0,6.0,1212.0,4011006.0,13560.962890625
chimaltenango,1.0,6.0,1213.0,4011006.0,3179.127197265625
chimaltenango,1.0,6.0,1214.0,4011006.0,5936.80419921875
chimaltenango,1.0,6.0,1215.0,4011006.0,11079.349609375
chimaltenango,1.0,6.0,1216.0,4011006.0,27290.47265625
chimaltenango,1.0,6.0,1217.0,4011006.0,7414.12890625
chimaltenango,1.0,6.0,1218.0,4011006.0,8465.369140625
chimaltenango,1.0,6.0,1219.0,4011006.0,2525.7880859375
chimaltenango,1.0,6.0,1220.0,4011006.0,12252.4306640625
chimaltenango,1.0,6.0,1221.0,4011006.0,6920.95849609375
chimaltenango,1.0,6.0,1222.0,4011006.0,22757.05859375
chimaltenango,1.0,19.0,1223.0,4011019.0,6875.80615234375
chimaltenango,1.0,19.0,1224.0,4011019.0,9607.43359375
chimaltenango,1.0,19.0,1225.0,4011019.0,8391.8486328125
chimaltenango,1.0,19.0,1226.0,4011019.0,6337.60546875
chimaltenango,1.0,19.0,1227.0,4011019.0,7797.46044921875
chimaltenango,1.0,19.0,1228.0,4011019.0,5948.00341796875
chimaltenango,1.0,19.0,1229.0,4011019.0,8489.654296875
chimaltenango,1.0,19.0,1230.0,4011019.0,3652.772705078125
chimaltenango,1.0,19.0,1231.0,4011019.0,14505.57421875
chimaltenango,1.0,19.0,1232.0,4011019.0,5091.85791015625
chimaltenango,1.0,20.0,1233.0,4011020.0,17337.3515625
chimaltenango,1.0,20.0,1234.0,4011020.0,4485.78955078125
chimaltenango,1.0,20.0,1235.0,4011020.0,13937.279296875
chimaltenango,1.0,20.0,1236.0,4011020.0,4033.6708984375
chimaltenango,1.0,20.0,1237.0,4011020.0,24871.83203125
chimaltenango,1.0,20.0,1238.0,4011020.0,6991.08203125
chimaltenango,1.0,20.0,1239.0,4011020.0,12535.6240234375
chimaltenango,1.0,20.0,1240.0,4011020.0,2974.97802734375
chimaltenango,1.0,20.0,1241.0,4011020.0,5708.841796875
chimaltenango,1.0,20.0,1242.0,4011020.0,4955.333984375
chimaltenango,1.0,20.0,1243.0,4011020.0,14394.53125
chimaltenango,1.0,20.0,1244.0,4011020.0,11094.3798828125
chimaltenango,1.0,20.0,1245.0,4011020.0,4059.81591796875
chimaltenango,1.0,36.0,1246.0,4012036.0,5645.35888671875
chimaltenango,1.0,36.0,1247.0,4012036.0,3869.926025390625
chimaltenango,1.0,36.0,1248.0,4012036.0,12604.4345703125
chimaltenango,1.0,36.0,1249.0,4012036.0,5672.3544921875
chimaltenango,1.0,36.0,1250.0,4012036.0,7682.96240234375
chimaltenango,1.0,36.0,1251.0,4012036.0,14507.3505859375
chimaltenango,1.0,36.0,1252.0,4012036.0,3960.052734375
chimaltenango,1.0,36.0,1253.0,4012036.0,3516.88671875
chimaltenango,1.0,36.0,1254.0,4012036.0,5533.65673828125
chimaltenango,1.0,36.0,1255.0,4012036.0,4991.30078125
chimaltenango,1.0,36.0,1256.0,4012036.0,4147.07763671875
chimaltenango,1.0,36.0,1257.0,4012036.0,3693.206298828125
chimaltenango,1.0,36.0,1258.0,4012036.0,10404.3896484375
chimaltenango,1.0,36.0,1259.0,4012036.0,10099.087890625
chimaltenango,1.0,36.0,1260.0,4012036.0,4754.580078125
chimaltenango,1.0,36.0,1261.0,4012036.0,5868.2109375
chimaltenango,1.0,37.0,1262.0,4012037.0,1846.29248046875
chimaltenango,1.0,37.0,1263.0,4012037.0,5296.87744140625
chimaltenango,1.0,37.0,1264.0,4012037.0,3367.050048828125
chimaltenango,1.0,37.0,1265.0,4012037.0,4305.92041015625
chimaltenango,1.0,37.0,1266.0,4012037.0,17336.12109375
chimaltenango,1.0,37.0,1267.0,4012037.0,7725.35302734375
chimaltenango,1.0,37.0,1268.0,4012037.0,2600.28173828125
chimaltenango,1.0,37.0,1269.0,4012037.0,7212.34521484375
chimaltenango,1.0,37.0,1270.0,4012037.0,6493.349609375
chimaltenango,1.0,37.0,1271.0,4012037.0,6286.79052734375
chimaltenango,1.0,37.0,1272.0,4012037.0,5842.7900390625
chimaltenango,1.0,39.0,1273.0,4012039.0,3873.270263671875
chimaltenango,1.0,39.0,1274.0,4012039.0,3340.893798828125
chimaltenango,1.0,39.0,1275.0,4012039.0,3352.640625
chimaltenango,1.0,39.0,1276.0,4012039.0,7503.96337890625
chimaltenango,1.0,39.0,1277.0,4012039.0,9936.6416015625
chimaltenango,1.0,39.0,1278.0,4012039.0,1726.0048828125
chimaltenango,1.0,39.0,1279.0,4012039.0,4877.93310546875
chimaltenango,1.0,39.0,1280.0,4012039.0,14112.65625
chimaltenango,1.0,39.0,1281.0,4012039.0,4111.17529296875
chimaltenango,1.0,39.0,1282.0,4012039.0,3568.765869140625
chimaltenango,1.0,39.0,1283.0,4012039.0,3276.23681640625
chimaltenango,1.0,42.0,1284.0,4012042.0,5343.1396484375
chimaltenango,1.0,42.0,1285.0,4012042.0,5128.591796875
chimaltenango,1.0,42.0,1286.0,4012042.0,6844.03076171875
chimaltenango,1.0,42.0,1287.0,4012042.0,4129.28759765625
chimaltenango,1.0,42.0,1288.0,4012042.0,3764.138916015625
chimaltenango,1.0,42.0,1289.0,4012042.0,3652.136474609375
chimaltenango,1.0,42.0,1290.0,4012042.0,5664.91845703125
chimaltenango,1.0,42.0,1291.0,4012042.0,9221.060546875
chimaltenango,1.0,42.0,1292.0,4012042.0,6585.98388671875
chimaltenango,1.0,42.0,1293.0,4012042.0,4256.06689453125
chimaltenango,1.0,42.0,1294.0,4012042.0,13236.2822265625
chimaltenango,1.0,44.0,1295.0,4012044.0,4054.644775390625
chimaltenango,1.0,44.0,1296.0,4012044.0,5223.109375
chimaltenango,1.0,44.0,1297.0,4012044.0,6250.61328125
chimaltenango,1.0,44.0,1298.0,4012044.0,6467.25048828125
chimaltenango,1.0,44.0,1299.0,4012044.0,3403.050537109375
chimaltenango,1.0,44.0,1300.0,4012044.0,5911.23486328125
chimaltenango,1.0,44.0,1301.0,4012044.0,4847.72021484375
chimaltenango,1.0,44.0,1302.0,4012044.0,8013.9404296875
chimaltenango,1.0,46.0,1303.0,4012046.0,5154.19384765625
chimaltenango,1.0,46.0,1304.0,4012046.0,4686.9775390625
chimaltenango,1.0,46.0,1305.0,4012046.0,5293.37744140625
chimaltenango,1.0,46.0,1306.0,4012046.0,3498.869384765625
chimaltenango,1.0,46.0,1307.0,4012046.0,8093.0224609375
chimaltenango,1.0,46.0,1308.0,4012046.0,3798.251220703125
chimaltenango,1.0,46.0,1309.0,4012046.0,2561.5625
chimaltenango,1.0,46.0,1310.0,4012046.0,4336.34423828125
chimaltenango,1.0,46.0,1311.0,4012046.0,2658.241455078125
chimaltenango,1.0,46.0,1312.0,4012046.0,5507.8193359375
chimaltenango,1.0,46.0,1313.0,4012046.0,3815.150634765625
chimaltenango,1.0,46.0,1314.0,4012046.0,2632.704833984375
chimaltenango,1.0,50.0,1315.0,4012050.0,9903.2294921875
chimaltenango,1.0,50.0,1316.0,4012050.0,3448.18310546875
chimaltenango,1.0,50.0,1317.0,4012050.0,9885.1884765625
chimaltenango,1.0,50.0,1318.0,4012050.0,8035.51220703125
chimaltenango,1.0,50.0,1319.0,4012050.0,4373.42578125
chimaltenango,1.0,50.0,1320.0,4012050.0,4652.58740234375
chimaltenango,1.0,50.0,1321.0,4012050.0,5176.0009765625
chimaltenango,1.0,50.0,1322.0,4012050.0,4334.625
chimaltenango,1.0,50.0,1323.0,4012050.0,1445.6376953125
chimaltenango,1.0,50.0,1324.0,4012050.0,5314.052734375
chimaltenango,1.0,50.0,1325.0,4012050.0,5590.25927734375
chimaltenango,1.0,50.0,1326.0,4012050.0,1456.4334716796875
chimaltenango,3.0,4.0,1327.0,4031004.0,2995.113037109375
chimaltenango,3.0,4.0,1328.0,4031004.0,4501.8642578125
chimaltenango,3.0,4.0,1329.0,4031004.0,3759.014892578125
chimaltenango,3.0,4.0,1330.0,4031004.0,1811.5062255859375
chimaltenango,3.0,4.0,1331.0,4031004.0,5551.625
chimaltenango,3.0,4.0,1332.0,4031004.0,6366.638671875
chimaltenango,3.0,4.0,1333.0,4031004.0,22208.84375
chimaltenango,3.0,4.0,1334.0,4031004.0,2001.508056640625
chimaltenango,3.0,4.0,1335.0,4031004.0,3897.296630859375
chimaltenango,3.0,4.0,1336.0,4031004.0,5384.7197265625
chimaltenango,3.0,4.0,1337.0,4031004.0,4982.5595703125
chimaltenango,3.0,4.0,1338.0,4031004.0,5583.25634765625
chimaltenango,3.0,8.0,1339.0,4031008.0,7460.24072265625
chimaltenango,3.0,8.0,1340.0,4031008.0,8743.6787109375
chimaltenango,3.0,8.0,1341.0,4031008.0,3038.9873046875
chimaltenango,3.0,8.0,1342.0,4031008.0,5334.01708984375
chimaltenango,3.0,8.0,1343.0,4031008.0,6326.49267578125
chimaltenango,3.0,8.0,1344.0,4031008.0,5334.1279296875
chimaltenango,3.0,8.0,1345.0,4031008.0,1412.354248046875
chimaltenango,3.0,8.0,1346.0,4031008.0,5676.13037109375
chimaltenango,3.0,8.0,1347.0,4031008.0,3442.346435546875
chimaltenango,3.0,8.0,1348.0,4031008.0,10252.767578125
chimaltenango,3.0,37.0,1349.0,4032037.0,1797.3372802734375
chimaltenango,3.0,37.0,1350.0,4032037.0,2405.50830078125
chimaltenango,3.0,37.0,1351.0,4032037.0,3097.6669921875
chimaltenango,3.0,37.0,1352.0,4032037.0,2831.742431640625
chimaltenango,3.0,37.0,1353.0,4032037.0,2447.0009765625
chimaltenango,3.0,37.0,1354.0,4032037.0,3257.528564453125
chimaltenango,3.0,37.0,1355.0,4032037.0,2918.993408203125
chimaltenango,3.0,37.0,1356.0,4032037.0,2443.9619140625
chimaltenango,3.0,37.0,1357.0,4032037.0,1889.39111328125
chimaltenango,3.0,37.0,1358.0,4032037.0,4336.54638671875
chimaltenango,4.0,6.0,1359.0,4041006.0,2463.189208984375
chimaltenango,4.0,6.0,1360.0,4041006.0,2846.210205078125
chimaltenango,4.0,6.0,1361.0,4041006.0,9148.6435546875
chimaltenango,4.0,6.0,1362.0,4041006.0,5676.880859375
chimaltenango,4.0,6.0,1363.0,4041006.0,4847.10302734375
chimaltenango,4.0,6.0,1364.0,4041006.0,6006.58837890625
chimaltenango,4.0,6.0,1365.0,4041006.0,4894.3662109375
chimaltenango,4.0,6.0,1366.0,4041006.0,3788.192138671875
chimaltenango,4.0,6.0,1367.0,4041006.0,3581.371826171875
chimaltenango,4.0,6.0,1368.0,4041006.0,8857.1796875
chimaltenango,4.0,6.0,1369.0,4041006.0,4660.33740234375
chimaltenango,4.0,6.0,1370.0,4041006.0,3643.69677734375
chimaltenango,4.0,6.0,1371.0,4041006.0,4726.61328125
chimaltenango,4.0,13.0,1372.0,4041013.0,4242.31396484375
chimaltenango,4.0,13.0,1373.0,4041013.0,4718.728515625
chimaltenango,4.0,13.0,1374.0,4041013.0,8583.6689453125
chimaltenango,4.0,13.0,1375.0,4041013.0,3577.5498046875
chimaltenango,4.0,13.0,1376.0,4041013.0,2800.3671875
chimaltenango,4.0,13.0,1377.0,4041013.0,2666.046142578125
chimaltenango,4.0,13.0,1378.0,4041013.0,3271.217529296875
chimaltenango,4.0,13.0,1379.0,4041013.0,3502.77783203125
chimaltenango,4.0,13.0,1380.0,4041013.0,5132.59423828125
chimaltenango,4.0,13.0,1381.0,4041013.0,2047.9530029296875
chimaltenango,4.0,19.0,1382.0,4042019.0,1529.321533203125
chimaltenango,4.0,19.0,1383.0,4042019.0,4572.04296875
chimaltenango,4.0,19.0,1384.0,4042019.0,1352.5787353515625
chimaltenango,4.0,19.0,1385.0,4042019.0,3826.7421875
chimaltenango,4.0,19.0,1386.0,4042019.0,887.0866088867188
chimaltenango,4.0,19.0,1387.0,4042019.0,5460.9140625
chimaltenango,4.0,19.0,1388.0,4042019.0,6595.5751953125
chimaltenango,4.0,21.0,1389.0,4042021.0,3762.968017578125
chimaltenango,4.0,21.0,1390.0,4042021.0,2094.2802734375
chimaltenango,4.0,21.0,1391.0,4042021.0,2429.496826171875
chimaltenango,4.0,21.0,1392.0,4042021.0,3247.374755859375
chimaltenango,4.0,21.0,1393.0,4042021.0,3217.014404296875
chimaltenango,4.0,21.0,1394.0,4042021.0,4571.2080078125
chimaltenango,4.0,21.0,1395.0,4042021.0,3661.626220703125
chimaltenango,4.0,21.0,1396.0,4042021.0,3236.491943359375
chimaltenango,4.0,21.0,1397.0,4042021.0,2484.07275390625
chimaltenango,4.0,21.0,1398.0,4042021.0,4748.32470703125
chimaltenango,4.0,21.0,1399.0,4042021.0,4794.654296875
chimaltenango,4.0,21.0,1400.0,4042021.0,1636.0916748046875
chimaltenango,4.0,21.0,1401.0,4042021.0,2538.45947265625
chimaltenango,4.0,21.0,1402.0,4042021.0,2030.533935546875
chimaltenango,4.0,22.0,1403.0,4042022.0,3983.601806640625
chimaltenango,4.0,22.0,1404.0,4042022.0,3322.3447265625
chimaltenango,4.0,22.0,1405.0,4042022.0,2082.6943359375
chimaltenango,4.0,22.0,1406.0,4042022.0,4916.412109375
chimaltenango,4.0,22.0,1407.0,4042022.0,2999.1279296875
chimaltenango,4.0,22.0,1408.0,4042022.0,1978.0655517578125
chimaltenango,4.0,22.0,1409.0,4042022.0,1130.1812744140625
chimaltenango,4.0,22.0,1410.0,4042022.0,7000.58837890625
chimaltenango,4.0,22.0,1411.0,4042022.0,3393.10546875
chimaltenango,4.0,22.0,1412.0,4042022.0,5833.0087890625
chimaltenango,4.0,22.0,1413.0,4042022.0,4208.607421875
chimaltenango,4.0,23.0,1414.0,4042023.0,2195.40869140625
chimaltenango,4.0,23.0,1415.0,4042023.0,2253.95849609375
chimaltenango,4.0,23.0,1416.0,4042023.0,5667.44775390625
chimaltenango,4.0,23.0,1417.0,4042023.0,1511.23974609375
chimaltenango,4.0,23.0,1418.0,4042023.0,1987.8431396484375
chimaltenango,4.0,23.0,1419.0,4042023.0,1918.3203125
chimaltenango,4.0,23.0,1420.0,4042023.0,2660.49169921875
chimaltenango,4.0,23.0,1421.0,4042023.0,1886.3406982421875
chimaltenango,4.0,26.0,1422.0,4042026.0,2635.711669921875
chimaltenango,4.0,26.0,1423.0,4042026.0,1419.2342529296875
chimaltenango,4.0,26.0,1424.0,4042026.0,2464.2421875
chimaltenango,4.0,26.0,1425.0,4042026.0,3599.188232421875
chimaltenango,4.0,26.0,1426.0,4042026.0,2357.93798828125
chimaltenango,4.0,26.0,1427.0,4042026.0,4357.88330078125
chimaltenango,4.0,26.0,1428.0,4042026.0,3064.485107421875
chimaltenango,4.0,33.0,1429.0,4042033.0,2274.68212890625
chimaltenango,4.0,33.0,1430.0,4042033.0,1836.306640625
chimaltenango,4.0,33.0,1431.0,4042033.0,2062.1083984375
chimaltenango,4.0,33.0,1432.0,4042033.0,1893.4385986328125
chimaltenango,4.0,33.0,1433.0,4042033.0,1745.4527587890625
chimaltenango,4.0,33.0,1434.0,4042033.0,2350.270263671875
chimaltenango,4.0,33.0,1435.0,4042033.0,2567.51513671875
chimaltenango,4.0,33.0,1436.0,4042033.0,5206.21875
chimaltenango,4.0,33.0,1437.0,4042033.0,1862.3238525390625
chimaltenango,4.0,33.0,1438.0,4042033.0,2243.538330078125
chimaltenango,4.0,33.0,1439.0,4042033.0,3736.1318359375
chimaltenango,5.0,7.0,1440.0,4052007.0,5290.82861328125
chimaltenango,5.0,7.0,1441.0,4052007.0,32251.609375
chimaltenango,5.0,7.0,1442.0,4052007.0,3773.498291015625
chimaltenango,5.0,7.0,1443.0,4052007.0,1815.4393310546875
chimaltenango,5.0,7.0,1444.0,4052007.0,2780.31884765625
chimaltenango,5.0,7.0,1445.0,4052007.0,6055.28857421875
chimaltenango,5.0,7.0,1446.0,4052007.0,2849.8798828125
chimaltenango,5.0,7.0,1447.0,4052007.0,1487.7313232421875
chimaltenango,5.0,7.0,1448.0,4052007.0,2794.84130859375
chimaltenango,5.0,7.0,1449.0,4052007.0,11663.9541015625
chimaltenango,5.0,9.0,1450.0,4052009.0,5538.2109375
chimaltenango,5.0,9.0,1451.0,4052009.0,5500.85693359375
chimaltenango,5.0,9.0,1452.0,4052009.0,1967.5821533203125
chimaltenango,5.0,9.0,1453.0,4052009.0,1754.291748046875
chimaltenango,5.0,9.0,1454.0,4052009.0,2688.198486328125
chimaltenango,5.0,9.0,1455.0,4052009.0,7796.2353515625
chimaltenango,5.0,9.0,1456.0,4052009.0,4582.26318359375
chimaltenango,5.0,9.0,1457.0,4052009.0,4584.68017578125
chimaltenango,5.0,9.0,1458.0,4052009.0,4018.75439453125
chimaltenango,5.0,9.0,1459.0,4052009.0,2431.415771484375
chimaltenango,5.0,9.0,1460.0,4052009.0,2239.40185546875
