depto,mupio,sector,c02b01,c02b02a,c02b02b
12,15,15,NO,7,Kilometr
12,15,15,NO,7,Kilometr
12,15,15,SI,400,Metros
12,15,15,SI,400,Metros
12,15,15,SI,400,Metros
12,15,15,SI,7,Metros
12,15,15,SI,7,Metros
12,15,15,NO,900,Metros
12,15,15,SI,7,Kilometr
12,18,10,SI,1,Kilometr
12,18,10,SI,1,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,48,Kilometr
12,18,10,NO,48,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,4,Kilometr
12,18,10,NO,48,Kilometr
12,18,10,NO,48,Kilometr
12,18,10,NO,48,Kilometr
12,18,10,NO,48,Kilometr
12,18,10,SI,4,Kilometr
12,18,19,SI,1,Kilometr
12,18,19,SI,1,Kilometr
12,18,19,SI,1,Kilometr
12,18,19,SI,500,Metros
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,SI,1,Kilometr
12,18,19,SI,1,Kilometr
12,18,19,SI,1,Kilometr
12,18,19,SI,50,Metros
12,18,19,SI,50,Metros
12,18,19,SI,50,Metros
12,18,19,SI,300,Metros
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,18,19,NO,45,Kilometr
12,28,2,NO,8,Kilometr
12,28,2,SI,,
12,28,2,NO,8,Kilometr
12,28,2,NO,8,Kilometr
12,28,2,NO,40,Kilometr
12,28,2,NO,40,Kilometr
12,28,2,NO,40,Kilometr
12,28,2,NO,40,Kilometr
12,28,2,NO,40,Kilometr
12,28,2,NO,40,Kilometr
12,28,2,NO,8,Kilometr
12,28,2,NO,8,Kilometr
12,28,2,NO,8,Kilometr
12,28,2,NO,40,Kilometr
12,28,2,NO,40,Kilometr
12,28,2,NO,40,Kilometr
12,28,2,NO,8,Kilometr
12,28,2,NO,8,Kilometr
12,28,2,SI,,
12,28,2,SI,,
12,28,2,NO,NS / NR,NS / NR
12,28,2,NO,40,Kilometr
12,28,2,NO,2,Kilometr
12,28,2,NO,2,Kilometr
12,28,2,,NS / NR,NS / NR
13,1,8,NO,2,Metros
13,1,8,NO,300,Metros
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,2,Kilometr
13,1,8,NO,150,Metros
13,1,8,NO,600,Metros
13,1,8,NO,600,Metros
13,1,8,NO,600,Metros
13,1,8,NO,600,Metros
13,1,8,NO,600,Metros
13,1,8,NO,600,Metros
13,1,8,NO,NS / NR,NS / NR
13,1,8,NO,NS / NR,NS / NR
13,1,9,SI,8,Metros
13,1,9,SI,3,Metros
13,1,9,SI,8,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,SI,3,Metros
13,1,9,NO,NS / NR,NS / NR
13,1,9,NO,NS / NR,NS / NR
13,1,9,NO,NS / NR,NS / NR
13,1,9,NO,NS / NR,NS / NR
13,1,9,NO,NS / NR,NS / NR
13,1,9,NO,NS / NR,NS / NR
13,1,9,NO,NS / NR,NS / NR
13,1,9,NO,NS / NR,NS / NR
13,1,9,NO,NS / NR,NS / NR
13,1,11,NO,300,Metros
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,SI,500,Metros
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,SI,500,Metros
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,11,NO,NS / NR,NS / NR
13,1,15,SI,3,Kilometr
13,1,15,SI,3,Kilometr
13,1,15,SI,3,Kilometr
13,1,15,SI,3,Kilometr
13,1,15,SI,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,15,NO,3,Kilometr
13,1,52,SI,500,Metros
13,1,52,SI,2,Cuadras
13,1,52,SI,500,Metros
13,1,52,SI,5,Kilometr
13,1,52,SI,5,Kilometr
13,1,52,SI,5,Kilometr
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,52,SI,5,Cuadras
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,1,74,SI,7,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,3,SI,3,Kilometr
13,2,9,NO,800,Metros
13,2,9,SI,,Metros
13,2,9,SI,120,Metros
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,9,SI,6,Kilometr
13,2,10,SI,3,
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,3,Kilometr
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,10,SI,2,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,21,SI,3,Metros
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,25,SI,16,Kilometr
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,SI,2,Metros
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,,,
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,2,40,NO,NS / NR,NS / NR
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,3,7,SI,4,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,100,Kilometr
13,4,29,NO,100,Kilometr
13,4,29,SI,30,Kilometr
13,4,29,SI,30,Kilometr
13,4,29,SI,30,Kilometr
13,4,29,SI,30,Kilometr
13,4,29,NO,3,Kilometr
13,4,29,NO,3,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,30,Kilometr
13,4,29,NO,100,Kilometr
13,4,29,NO,100,Kilometr
13,4,29,NO,100,Metros
13,4,29,NO,100,Metros
13,4,29,NO,100,Metros
13,4,29,NO,100,Metros
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,4,Kilometr
13,4,40,NO,80,Kilometr
13,4,40,NO,80,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,23,Kilometr
13,4,40,NO,80,Kilometr
13,4,40,NO,80,Kilometr
13,4,40,NO,80,Kilometr
13,4,40,NO,80,Kilometr
13,4,55,NO,10,Kilometr
13,4,55,SI,,
13,4,55,SI,,
13,4,55,NO,21,Kilometr
13,4,55,NO,100,Kilometr
13,4,55,NO,100,Kilometr
13,4,55,SI,,
13,4,55,SI,,
13,4,55,SI,,
13,4,55,SI,,
13,4,55,SI,,
13,4,55,NO,100,Kilometr
13,4,55,NO,19,Kilometr
13,4,55,NO,20,Kilometr
13,4,55,SI,,
13,4,55,NO,20,Kilometr
13,4,55,NO,20,Kilometr
13,4,55,NO,20,Kilometr
13,4,55,SI,,
13,4,55,NO,10,Kilometr
13,4,55,NO,100,Kilometr
13,4,55,NO,100,Kilometr
13,4,55,SI,,
13,4,55,SI,,
13,4,55,,10,Metros
13,5,9,NO,16,Kilometr
13,5,9,SI,,
13,5,9,NO,16,Kilometr
13,5,9,NO,8,Kilometr
13,5,9,NO,124,Kilometr
13,5,9,NO,35,Kilometr
13,5,9,NO,16,Kilometr
13,5,9,SI,,
13,5,9,SI,,
13,5,9,NO,16,Kilometr
13,5,9,NO,53,Kilometr
13,5,9,NO,16,Kilometr
13,5,9,NO,NS / NR,NS / NR
13,5,9,NO,16,Kilometr
13,5,9,NO,16,Kilometr
13,5,9,NO,16,Kilometr
13,5,9,NO,16,Kilometr
13,5,9,NO,16,Kilometr
13,5,9,SI,,
13,5,9,NO,16,Kilometr
13,5,9,NO,124,Kilometr
13,5,9,NO,124,Kilometr
13,5,9,SI,,
13,5,9,SI,,
13,5,9,,,
13,5,10,NO,25,Kilometr
13,5,10,SI,,
13,5,10,NO,25,Kilometr
13,5,10,NO,25,Kilometr
13,5,10,NO,117,Kilometr
13,5,10,NO,25,Kilometr
13,5,10,NO,117,Kilometr
13,5,10,SI,,
13,5,10,SI,,
13,5,10,NO,25,Kilometr
13,5,10,NO,225,Kilometr
13,5,10,NO,25,Kilometr
13,5,10,NO,4,Kilometr
13,5,10,NO,25,Kilometr
13,5,10,NO,117,Kilometr
13,5,10,NO,25,Kilometr
13,5,10,NO,25,Kilometr
13,5,10,NO,25,Kilometr
13,5,10,SI,,
13,5,10,NO,4,Kilometr
13,5,10,NO,117,Kilometr
13,5,10,NO,117,Kilometr
13,5,10,NO,7,Kilometr
13,5,10,SI,,
13,5,10,,,
13,5,12,NO,6,Kilometr
13,5,12,SI,,
13,5,12,NO,6,Kilometr
13,5,12,NO,6,Kilometr
13,5,12,NO,114,Kilometr
13,5,12,NO,50,Kilometr
13,5,12,NO,6,Kilometr
13,5,12,SI,,
13,5,12,SI,,
13,5,12,NO,6,Kilometr
13,5,12,NO,6,Kilometr
13,5,12,NO,6,Kilometr
13,5,12,NO,4,Kilometr
13,5,12,NO,6,Kilometr
13,5,12,NO,6,Kilometr
13,5,12,NO,6,Kilometr
13,5,12,NO,6,Kilometr
13,5,12,NO,6,Kilometr
13,5,12,SI,,
13,5,12,NO,3,Kilometr
13,5,12,NO,134,Kilometr
13,5,12,NO,134,Kilometr
13,5,12,SI,,
13,5,12,SI,,
13,5,12,,,
13,5,26,SI,,
13,5,26,SI,,
13,5,26,SI,,
13,5,26,SI,,
13,5,26,NO,175,Kilometr
13,5,26,NO,175,Kilometr
13,5,26,NO,49,Kilometr
13,5,26,SI,,
13,5,26,SI,,
13,5,26,NO,14,Kilometr
13,5,26,NO,14,Kilometr
13,5,26,NO,49,Kilometr
13,5,26,SI,,
13,5,26,NO,49,Kilometr
13,5,26,SI,,
13,5,26,NO,49,Kilometr
13,5,26,NO,49,Kilometr
13,5,26,NO,49,Kilometr
13,5,26,SI,,
13,5,26,SI,,
13,5,26,SI,,
13,5,26,NO,49,Kilometr
13,5,26,SI,,
13,5,26,SI,,
13,5,26,,,
13,6,9,SI,,
13,6,9,SI,,
13,6,9,NO,11,Kilometr
13,6,9,NO,30,Kilometr
13,6,9,NO,10,Kilometr
13,6,9,NO,10,Kilometr
13,6,9,NO,10,Kilometr
13,6,9,SI,,
13,6,9,SI,,
13,6,9,NO,10,Kilometr
13,6,9,NO,10,Kilometr
13,6,9,NO,10,Kilometr
13,6,9,SI,,
13,6,9,NO,10,Kilometr
13,6,9,NO,10,Kilometr
13,6,9,NO,10,Kilometr
13,6,9,NO,10,Kilometr
13,6,9,NO,10,Kilometr
13,6,9,SI,,
13,6,9,SI,,
13,6,9,NO,52,Kilometr
13,6,9,NO,52,Kilometr
13,6,9,NO,1,Kilometr
13,6,9,SI,,
13,6,9,,,
13,6,14,SI,,
13,6,14,SI,,
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,NO,61,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,SI,,
13,6,14,SI,,
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,NO,8,Kilometr
13,6,14,SI,,
13,6,14,SI,,
13,6,14,SI,,
13,6,14,NO,61,Kilometr
13,6,14,NO,2,Kilometr
13,6,14,SI,,
13,6,14,,,
13,7,17,NO,12,Kilometr
13,7,17,SI,,
13,7,17,SI,,
13,7,17,SI,,
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,SI,,
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,SI,,
13,7,17,SI,,
13,7,17,NO,12,Kilometr
13,7,17,NO,12,Kilometr
13,7,17,SI,,
13,7,17,SI,,
13,7,17,,NS / NR,NS / NR
13,7,22,NO,12,Kilometr
13,7,22,SI,5,Cuadras
13,7,22,NO,12,Kilometr
13,7,22,SI,5,Cuadras
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,,,
13,7,22,,,
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,NO,12,Kilometr
13,7,22,SI,5,Cuadras
13,7,22,SI,2,Cuadras
13,7,22,NO,12,Kilometr
13,7,22,SI,1,Kilometr
13,7,22,SI,2,Cuadras
13,7,22,,,
13,7,28,NO,NS / NR,NS / NR
13,7,28,SI,,
13,7,28,NO,NS / NR,NS / NR
13,7,28,SI,,
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,SI,,
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,SI,,
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,NO,NS / NR,NS / NR
13,7,28,SI,,
13,7,28,SI,,
13,7,28,,,
13,8,15,SI,,
13,8,15,SI,,
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,SI,,
13,8,15,SI,,
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,SI,,
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,SI,,
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,NO,NS / NR,NS / NR
13,8,15,SI,,
13,8,15,NO,NS / NR,NS / NR
13,8,15,,,
13,8,24,SI,,
13,8,24,SI,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,SI,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,SI,,
13,8,24,,,
13,8,24,,,
13,8,24,,,
13,8,24,SI,,
13,8,24,SI,,
13,8,24,,,
13,8,30,NO,NS / NR,NS / NR
13,8,30,SI,,
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,SI,,
13,8,30,SI,,
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,NO,NS / NR,NS / NR
13,8,30,SI,,
13,8,30,SI,,
13,8,30,,,
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,SI,6,Kilometr
13,9,17,NO,80,Kilometr
13,9,17,NO,80,Kilometr
13,9,17,NO,80,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,9,17,NO,6,Kilometr
13,10,16,SI,,
13,10,16,SI,,
13,10,16,NO,7,Kilometr
13,10,16,NO,23,Kilometr
13,10,16,NO,23,Kilometr
13,10,16,NO,23,Kilometr
13,10,16,NO,23,Kilometr
13,10,16,SI,,
13,10,16,SI,,
13,10,16,NO,23,Kilometr
13,10,16,NO,7,Kilometr
13,10,16,NO,10,Kilometr
13,10,16,NO,5,Kilometr
13,10,16,NO,23,Kilometr
13,10,16,NO,8,Kilometr
13,10,16,NO,8,Kilometr
13,10,16,NO,10,Kilometr
13,10,16,NO,8,Kilometr
13,10,16,SI,,
13,10,16,NO,7,Kilometr
13,10,16,NO,23,Kilometr
13,10,16,NO,23,Kilometr
13,10,16,SI,,
13,10,16,SI,,
13,10,16,,10,Kilometr
13,12,9,SI,6,Kilometr
13,12,9,SI,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,30,Kilometr
13,12,9,NO,84,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,6,Kilometr
13,12,9,NO,84,Kilometr
13,12,9,SI,6,Kilometr
13,12,9,SI,6,Kilometr
13,12,9,SI,6,Kilometr
