depto,mupio,sector,c02b01,c02b02a,c02b02b
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,NO,3,Kilometr
5,1,62,SI,4,Kilometr
5,1,62,NO,NS / NR,NS / NR
5,1,62,NO,3,Kilometr
5,1,69,SI,,
5,1,69,SI,,
5,1,69,NO,4,Kilometr
5,1,69,NO,1,Kilometr
5,1,69,NO,1,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,69,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,NO,4,Kilometr
5,1,76,SI,4,Kilometr
5,1,76,SI,1,Kilometr
5,1,76,SI,200,Metros
5,1,76,SI,4,Kilometr
5,1,84,SI,,
5,1,84,SI,,
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,NO,8,Kilometr
5,1,84,SI,,
5,1,84,NO,NS / NR,NS / NR
5,1,84,NO,100,Metros
5,1,87,SI,,
5,1,87,SI,,
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,6,Kilometr
5,1,87,NO,2,Kilometr
5,1,120,SI,,
5,1,120,SI,,
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,NO,24,Kilometr
5,1,120,SI,1,Kilometr
5,1,120,SI,1,Kilometr
5,1,120,SI,,
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Metros
5,2,21,NO,25,Cuadras
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,43,SI,1,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,49,SI,,Kilometr
5,2,62,SI,,
5,2,62,SI,,
5,2,62,SI,,
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,NO,NS / NR,NS / NR
5,2,62,SI,,
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,2,63,NO,2,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,8,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,48,Kilometr
5,3,13,NO,48,Kilometr
5,3,13,NO,27,Kilometr
5,3,13,NO,NS / NR,NS / NR
5,3,13,NO,NS / NR,NS / NR
5,3,13,NO,18,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,8,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,18,Kilometr
5,3,13,NO,8,Kilometr
5,3,13,NO,8,Kilometr
5,3,13,NO,NS / NR,NS / NR
5,3,13,NO,18,Kilometr
5,3,13,NO,3,Kilometr
5,3,13,NO,NS / NR,NS / NR
5,3,13,NO,NS / NR,NS / NR
5,6,7,SI,800,Metros
5,6,7,SI,800,Metros
5,6,7,SI,800,Metros
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,,,
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,500,Metros
5,6,7,SI,1,Kilometr
5,6,7,SI,500,Metros
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,SI,1,Kilometr
5,6,7,NO,NS / NR,NS / NR
5,6,7,NO,NS / NR,NS / NR
5,6,7,,2,Kilometr
5,6,23,SI,100,Metros
5,6,23,SI,100,Metros
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,SI,100,Metros
5,6,23,NO,5,Kilometr
5,6,23,SI,100,Metros
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,SI,100,Metros
5,6,23,SI,100,Metros
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,NO,5,Kilometr
5,6,23,SI,100,Metros
5,6,23,NO,5,Kilometr
5,6,26,NO,14,Kilometr
5,6,26,SI,300,Metros
5,6,26,SI,300,Metros
5,6,26,SI,,
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,SI,,
5,6,26,SI,,
5,6,26,NO,NS / NR,NS / NR
5,6,26,SI,,
5,6,26,SI,,
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,NO,NS / NR,NS / NR
5,6,26,SI,,
5,6,26,SI,,
5,6,34,NO,28,Kilometr
5,6,34,SI,2,Metros
5,6,34,NO,28,Kilometr
5,6,34,SI,2,Metros
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,SI,2,Metros
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,SI,2,Metros
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,NO,28,Kilometr
5,6,34,SI,2,Metros
5,6,34,NO,28,Kilometr
5,6,43,NO,48,Kilometr
5,6,43,SI,48,Kilometr
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,SI,48,Kilometr
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,SI,48,Kilometr
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,NO,NS / NR,NS / NR
5,6,43,SI,48,Kilometr
5,6,43,SI,48,Kilometr
5,6,43,SI,48,Kilometr
5,6,43,SI,48,Kilometr
5,6,43,SI,48,Kilometr
5,6,43,SI,48,Kilometr
5,6,43,SI,48,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,NO,13,Kilometr
5,7,17,NO,6,Kilometr
5,7,17,NO,20,Kilometr
5,7,17,NO,20,Kilometr
5,7,17,NO,20,Kilometr
5,7,17,NO,20,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,6,Kilometr
5,7,17,SI,6,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,17,SI,13,Kilometr
5,7,41,SI,23,Kilometr
5,7,41,SI,23,Kilometr
5,7,41,NO,2,Kilometr
5,7,41,NO,2,Kilometr
5,7,41,NO,2,Kilometr
5,7,41,NO,2,Kilometr
5,7,41,NO,2,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,23,Kilometr
5,7,41,NO,2,Kilometr
5,7,41,NO,2,Kilometr
5,7,49,SI,20,Kilometr
5,7,49,SI,20,Kilometr
5,7,49,SI,20,Kilometr
5,7,49,SI,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,7,49,NO,20,Kilometr
5,9,16,SI,,Kilometr
5,9,16,SI,,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,16,NO,6,Kilometr
5,9,40,SI,,Kilometr
5,9,40,SI,,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,SI,,Metros
5,9,40,SI,,
5,9,40,SI,,
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,NO,22,Kilometr
5,9,40,SI,1,Kilometr
5,9,40,SI,1,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,11,22,NO,8,Kilometr
5,12,8,SI,,
5,12,8,SI,,
5,12,8,SI,,
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,SI,,
5,12,8,NO,18,Kilometr
5,12,8,SI,,
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,SI,,
5,12,8,SI,,
5,12,8,NO,18,Kilometr
5,12,8,NO,18,Kilometr
5,12,8,SI,,
5,12,8,SI,,
5,12,8,,,
5,12,11,SI,,
5,12,11,SI,,
5,12,11,NO,4,Kilometr
5,12,11,SI,,
5,12,11,NO,20,Kilometr
5,12,11,NO,20,Kilometr
5,12,11,NO,15,Kilometr
5,12,11,SI,,
5,12,11,SI,,
5,12,11,NO,4,Kilometr
5,12,11,NO,3,Kilometr
5,12,11,NO,3,Kilometr
5,12,11,SI,,
5,12,11,NO,15,Kilometr
5,12,11,NO,3,Kilometr
5,12,11,NO,3,Kilometr
5,12,11,NO,3,Kilometr
5,12,11,NO,3,Kilometr
5,12,11,SI,,
5,12,11,SI,,
5,12,11,NO,3,Kilometr
5,12,11,SI,15,Kilometr
5,12,11,SI,,
5,12,11,SI,,
5,12,11,,,
5,13,35,SI,1,Cuadras
5,13,35,SI,1,Cuadras
5,13,35,NO,7,Kilometr
5,13,35,NO,7,Kilometr
5,13,35,NO,40,Kilometr
5,13,35,NO,7,Kilometr
5,13,35,NO,7,Kilometr
5,13,35,NO,NS / NR,NS / NR
5,13,35,SI,1,Cuadras
5,13,35,NO,7,Kilometr
5,13,35,SI,1,Cuadras
5,13,35,NO,7,Kilometr
5,13,35,NO,3,Kilometr
5,13,35,NO,7,Kilometr
5,13,35,NO,7,Kilometr
5,13,35,NO,7,Kilometr
5,13,35,NO,7,Kilometr
5,13,35,NO,7,Kilometr
5,13,35,SI,1,Cuadras
5,13,35,SI,1,Cuadras
5,13,35,NO,35,Kilometr
5,13,35,NO,7,Kilometr
5,13,35,SI,1,Kilometr
5,13,35,NO,1,Metros
5,13,35,,1,Kilometr
5,13,44,NO,800,Metros
5,13,44,SI,800,Metros
5,13,44,SI,800,Metros
5,13,44,NO,17,Kilometr
5,13,44,NO,40,Kilometr
5,13,44,NO,40,Kilometr
5,13,44,NO,40,Kilometr
5,13,44,NO,NS / NR,NS / NR
5,13,44,NO,17,Kilometr
5,13,44,NO,17,Kilometr
5,13,44,SI,800,Metros
5,13,44,NO,17,Kilometr
5,13,44,SI,500,Metros
5,13,44,NO,40,Kilometr
5,13,44,NO,40,Kilometr
5,13,44,NO,40,Kilometr
5,13,44,NO,17,Kilometr
5,13,44,NO,17,Kilometr
5,13,44,SI,500,Metros
5,13,44,NO,17,Kilometr
5,13,44,NO,40,Kilometr
5,13,44,NO,40,Kilometr
5,13,44,NO,4,Kilometr
5,13,44,NO,2,Metros
5,13,44,,1,Kilometr
5,13,54,NO,2,Kilometr
5,13,54,NO,2,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,SI,4,Kilometr
5,13,54,SI,4,Kilometr
5,13,54,NO,NS / NR,NS / NR
5,13,54,NO,2,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,SI,2,Kilometr
5,13,54,NO,2,Kilometr
5,13,54,NO,7,Kilometr
5,13,54,NO,30,Kilometr
5,13,54,SI,1,Kilometr
5,13,54,SI,2,Metros
5,13,54,,1,Kilometr
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,4,Cuadras
6,1,10,SI,8,Kilometr
6,2,33,SI,,
6,2,33,SI,,
6,2,33,SI,,
6,2,33,SI,,
6,2,33,NO,12,Kilometr
6,2,33,NO,10,Kilometr
6,2,33,NO,10,Kilometr
6,2,33,SI,,
6,2,33,SI,,
6,2,33,SI,,
6,2,33,SI,,
6,2,33,NO,10,Kilometr
6,2,33,SI,,
6,2,33,NO,10,Kilometr
6,2,33,NO,10,Kilometr
6,2,33,NO,10,Kilometr
6,2,33,NO,10,Kilometr
6,2,33,NO,10,Kilometr
6,2,33,SI,,
6,2,33,SI,,
6,2,33,NO,10,Kilometr
6,2,33,NO,10,Kilometr
6,2,33,SI,,
6,2,33,SI,,
6,2,33,,5,Kilometr
6,5,3,SI,40,Kilometr
6,5,3,SI,40,Kilometr
6,5,3,SI,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,40,Kilometr
6,5,3,NO,8,Kilometr
6,5,3,NO,8,Kilometr
6,5,3,NO,8,Kilometr
6,5,3,NO,8,Kilometr
6,5,3,NO,8,Kilometr
6,5,3,NO,8,Kilometr
6,5,3,NO,8,Kilometr
6,5,3,NO,8,Kilometr
6,5,3,SI,5,Cuadras
6,5,3,SI,2,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,SI,,
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,SI,,
6,6,6,NO,NS / NR,NS / NR
6,6,6,SI,,
6,6,6,NO,4,Kilometr
6,6,6,SI,,
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,SI,,
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,NO,4,Kilometr
6,6,6,SI,,
6,6,6,SI,,
6,6,6,,NS / NR,NS / NR
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,17,Kilometr
6,6,23,SI,1,Kilometr
6,6,23,SI,1,Kilometr
6,8,40,SI,,Kilometr
6,8,40,SI,,Kilometr
6,8,40,NO,NS / NR,Kilometr
6,8,40,NO,NS / NR,Kilometr
6,8,40,NO,NS / NR,NS / NR
6,8,40,NO,NS / NR,NS / NR
6,8,40,NO,NS / NR,NS / NR
6,8,40,NO,NS / NR,NS / NR
6,8,40,NO,NS / NR,NS / NR
6,8,40,NO,NS / NR,NS / NR
6,8,40,NO,NS / NR,NS / NR
6,8,40,NO,NS / NR,NS / NR
6,8,40,NO,NS / NR,NS / NR
6,8,40,NO,NS / NR,NS / NR
