hhid,depto_code,depto_name,mupio,sector
3087,9,quetzaltenango,21,18
3088,9,quetzaltenango,21,18
3089,9,quetzaltenango,21,18
3090,9,quetzaltenango,23,2
3091,9,quetzaltenango,23,2
3092,9,quetzaltenango,23,2
3093,9,quetzaltenango,23,2
3094,9,quetzaltenango,23,2
3095,9,quetzaltenango,23,2
3096,9,quetzaltenango,23,2
3097,9,quetzaltenango,23,2
3098,9,quetzaltenango,23,2
3099,9,quetzaltenango,23,2
3100,9,quetzaltenango,23,2
3101,9,quetzaltenango,23,4
3102,9,quetzaltenango,23,4
3103,9,quetzaltenango,23,4
3104,9,quetzaltenango,23,4
3105,9,quetzaltenango,23,4
3106,9,quetzaltenango,23,4
3107,9,quetzaltenango,23,4
3108,9,quetzaltenango,23,4
3109,9,quetzaltenango,23,4
3110,9,quetzaltenango,23,4
3111,9,quetzaltenango,23,4
3112,9,quetzaltenango,23,4
3113,9,quetzaltenango,23,6
3114,9,quetzaltenango,23,6
3115,9,quetzaltenango,23,6
3116,9,quetzaltenango,23,6
3117,9,quetzaltenango,23,6
3118,9,quetzaltenango,23,6
3119,9,quetzaltenango,23,6
3120,9,quetzaltenango,23,6
3121,9,quetzaltenango,23,6
3122,9,quetzaltenango,23,6
3123,9,quetzaltenango,23,6
3124,9,quetzaltenango,23,6
3125,9,quetzaltenango,23,6
3126,9,quetzaltenango,23,6
3127,9,quetzaltenango,23,7
3128,9,quetzaltenango,23,7
3129,9,quetzaltenango,23,7
3130,9,quetzaltenango,23,7
3131,9,quetzaltenango,23,7
3132,9,quetzaltenango,23,7
3133,9,quetzaltenango,23,7
3134,9,quetzaltenango,23,7
3135,9,quetzaltenango,23,7
3136,9,quetzaltenango,23,8
3137,9,quetzaltenango,23,8
3138,9,quetzaltenango,23,8
3139,9,quetzaltenango,23,8
3140,9,quetzaltenango,23,8
3141,9,quetzaltenango,23,8
3142,9,quetzaltenango,23,8
3143,9,quetzaltenango,23,8
3144,9,quetzaltenango,23,8
3145,9,quetzaltenango,23,8
3146,9,quetzaltenango,23,8
3147,10,suchitepequez,1,16
3148,10,suchitepequez,1,16
3149,10,suchitepequez,1,16
3150,10,suchitepequez,1,16
3151,10,suchitepequez,1,16
3152,10,suchitepequez,1,16
3153,10,suchitepequez,1,16
3154,10,suchitepequez,1,16
3155,10,suchitepequez,1,16
3156,10,suchitepequez,1,16
3157,10,suchitepequez,1,16
3158,10,suchitepequez,1,16
3159,10,suchitepequez,1,23
3160,10,suchitepequez,1,23
3161,10,suchitepequez,1,23
3162,10,suchitepequez,1,23
3163,10,suchitepequez,1,23
3164,10,suchitepequez,1,23
3165,10,suchitepequez,1,23
3166,10,suchitepequez,1,23
3167,10,suchitepequez,1,23
3168,10,suchitepequez,1,23
3169,10,suchitepequez,1,26
3170,10,suchitepequez,1,26
3171,10,suchitepequez,1,26
3172,10,suchitepequez,1,26
3173,10,suchitepequez,1,26
3174,10,suchitepequez,1,26
3175,10,suchitepequez,1,26
3176,10,suchitepequez,1,26
3177,10,suchitepequez,1,26
3178,10,suchitepequez,1,26
3179,10,suchitepequez,1,26
3180,10,suchitepequez,1,36
3181,10,suchitepequez,1,36
3182,10,suchitepequez,1,36
3183,10,suchitepequez,1,36
3184,10,suchitepequez,1,36
3185,10,suchitepequez,1,36
3186,10,suchitepequez,1,36
3187,10,suchitepequez,1,36
3188,10,suchitepequez,1,36
3189,10,suchitepequez,1,36
3190,10,suchitepequez,1,45
3191,10,suchitepequez,1,45
3192,10,suchitepequez,1,45
3193,10,suchitepequez,1,45
3194,10,suchitepequez,1,45
3195,10,suchitepequez,1,45
3196,10,suchitepequez,1,45
3197,10,suchitepequez,1,45
3198,10,suchitepequez,1,45
3199,10,suchitepequez,1,45
3200,10,suchitepequez,2,19
3201,10,suchitepequez,2,19
3202,10,suchitepequez,2,19
3203,10,suchitepequez,2,19
3204,10,suchitepequez,2,19
3205,10,suchitepequez,2,19
3206,10,suchitepequez,2,19
3207,10,suchitepequez,2,19
3208,10,suchitepequez,2,19
3209,10,suchitepequez,2,19
3210,10,suchitepequez,2,19
3211,10,suchitepequez,2,19
3212,10,suchitepequez,2,20
3213,10,suchitepequez,2,20
3214,10,suchitepequez,2,20
3215,10,suchitepequez,2,20
3216,10,suchitepequez,2,20
3217,10,suchitepequez,2,20
3218,10,suchitepequez,2,20
3219,10,suchitepequez,2,20
3220,10,suchitepequez,2,20
3221,10,suchitepequez,2,20
3222,10,suchitepequez,2,25
3223,10,suchitepequez,2,25
3224,10,suchitepequez,2,25
3225,10,suchitepequez,2,25
3226,10,suchitepequez,2,25
3227,10,suchitepequez,2,25
3228,10,suchitepequez,2,25
3229,10,suchitepequez,2,25
3230,10,suchitepequez,2,25
3231,10,suchitepequez,2,25
3232,10,suchitepequez,2,25
3233,10,suchitepequez,2,36
3234,10,suchitepequez,2,36
3235,10,suchitepequez,2,36
3236,10,suchitepequez,2,36
3237,10,suchitepequez,2,36
3238,10,suchitepequez,2,36
3239,10,suchitepequez,2,36
3240,10,suchitepequez,2,36
3241,10,suchitepequez,2,36
3242,10,suchitepequez,2,36
3243,10,suchitepequez,2,36
3244,10,suchitepequez,2,36
3245,10,suchitepequez,2,36
3246,10,suchitepequez,2,36
3247,10,suchitepequez,2,36
3248,10,suchitepequez,6,26
3249,10,suchitepequez,6,26
3250,10,suchitepequez,6,26
3251,10,suchitepequez,6,26
3252,10,suchitepequez,6,26
3253,10,suchitepequez,6,26
3254,10,suchitepequez,6,26
3255,10,suchitepequez,6,26
3256,10,suchitepequez,6,26
3257,10,suchitepequez,6,26
3258,10,suchitepequez,6,26
3259,10,suchitepequez,7,2
3260,10,suchitepequez,7,2
3261,10,suchitepequez,7,2
3262,10,suchitepequez,7,2
3263,10,suchitepequez,7,2
3264,10,suchitepequez,10,12
3265,10,suchitepequez,10,12
3266,10,suchitepequez,10,12
3267,10,suchitepequez,10,12
3268,10,suchitepequez,10,12
3269,10,suchitepequez,10,12
3270,10,suchitepequez,10,12
3271,10,suchitepequez,10,13
3272,10,suchitepequez,10,13
3273,10,suchitepequez,10,13
3274,10,suchitepequez,10,13
3275,10,suchitepequez,10,13
3276,10,suchitepequez,10,13
3277,10,suchitepequez,10,13
3278,10,suchitepequez,10,13
3279,10,suchitepequez,10,13
3280,10,suchitepequez,10,13
3281,10,suchitepequez,10,13
3282,10,suchitepequez,10,13
3283,10,suchitepequez,14,7
3284,10,suchitepequez,14,7
3285,10,suchitepequez,14,7
3286,10,suchitepequez,14,7
3287,10,suchitepequez,14,7
3288,10,suchitepequez,14,7
3289,10,suchitepequez,14,7
3290,10,suchitepequez,14,7
3291,10,suchitepequez,14,7
3292,10,suchitepequez,14,7
3293,10,suchitepequez,14,16
3294,10,suchitepequez,14,16
3295,10,suchitepequez,14,16
3296,10,suchitepequez,14,16
3297,10,suchitepequez,14,16
3298,10,suchitepequez,14,16
3299,10,suchitepequez,14,16
3300,10,suchitepequez,14,16
3301,10,suchitepequez,14,16
3302,10,suchitepequez,14,16
3303,10,suchitepequez,14,27
3304,10,suchitepequez,14,27
3305,10,suchitepequez,14,27
3306,10,suchitepequez,14,27
3307,10,suchitepequez,14,27
3308,10,suchitepequez,14,27
3309,10,suchitepequez,14,27
3310,10,suchitepequez,14,27
3311,10,suchitepequez,14,27
3312,10,suchitepequez,14,27
3313,10,suchitepequez,14,27
3314,10,suchitepequez,17,6
3315,10,suchitepequez,17,6
3316,10,suchitepequez,17,6
3317,10,suchitepequez,17,6
3318,10,suchitepequez,17,6
3319,10,suchitepequez,17,6
3320,10,suchitepequez,17,6
3321,10,suchitepequez,17,6
3322,10,suchitepequez,17,6
3323,10,suchitepequez,17,6
3324,10,suchitepequez,17,6
3325,10,suchitepequez,17,6
3326,10,suchitepequez,17,6
3327,10,suchitepequez,20,3
3328,10,suchitepequez,20,3
3329,10,suchitepequez,20,3
3330,10,suchitepequez,20,3
3331,10,suchitepequez,20,3
3332,10,suchitepequez,20,3
3333,10,suchitepequez,20,3
3334,10,suchitepequez,20,3
3335,10,suchitepequez,20,3
3336,10,suchitepequez,20,3
3337,10,suchitepequez,20,3
3338,11,retalhuleu,1,2
3339,11,retalhuleu,1,2
3340,11,retalhuleu,1,2
3341,11,retalhuleu,1,2
3342,11,retalhuleu,1,2
3343,11,retalhuleu,1,2
3344,11,retalhuleu,1,2
3345,11,retalhuleu,1,2
3346,11,retalhuleu,1,57
3347,11,retalhuleu,1,57
3348,11,retalhuleu,1,57
3349,11,retalhuleu,1,57
3350,11,retalhuleu,1,57
3351,11,retalhuleu,1,57
3352,11,retalhuleu,1,57
3353,11,retalhuleu,1,57
3354,11,retalhuleu,1,57
3355,11,retalhuleu,1,57
3356,11,retalhuleu,1,57
3357,11,retalhuleu,1,57
3358,11,retalhuleu,1,57
3359,11,retalhuleu,2,5
3360,11,retalhuleu,2,5
3361,11,retalhuleu,2,5
3362,11,retalhuleu,2,5
3363,11,retalhuleu,2,5
3364,11,retalhuleu,8,1
3365,11,retalhuleu,8,1
3366,11,retalhuleu,8,1
3367,11,retalhuleu,8,1
3368,11,retalhuleu,8,1
3369,11,retalhuleu,8,1
3370,11,retalhuleu,8,1
3371,11,retalhuleu,8,1
3372,11,retalhuleu,8,1
3373,11,retalhuleu,8,1
3374,11,retalhuleu,8,1
3375,11,retalhuleu,8,1
3376,11,retalhuleu,8,1
3377,11,retalhuleu,9,6
3378,11,retalhuleu,9,6
3379,11,retalhuleu,9,6
3380,11,retalhuleu,9,6
3381,11,retalhuleu,9,6
3382,11,retalhuleu,9,6
3383,11,retalhuleu,9,6
3384,11,retalhuleu,9,6
3385,11,retalhuleu,9,6
3386,11,retalhuleu,9,6
3387,11,retalhuleu,9,8
3388,11,retalhuleu,9,8
3389,11,retalhuleu,9,8
3390,11,retalhuleu,9,8
3391,11,retalhuleu,9,8
3392,11,retalhuleu,9,8
3393,11,retalhuleu,9,8
3394,12,san marcos,1,8
3395,12,san marcos,1,8
3396,12,san marcos,1,8
3397,12,san marcos,1,8
3398,12,san marcos,1,8
3399,12,san marcos,1,8
3400,12,san marcos,1,8
3401,12,san marcos,1,8
3402,12,san marcos,1,8
3403,12,san marcos,1,8
3404,12,san marcos,1,8
3405,12,san marcos,1,12
3406,12,san marcos,1,12
3407,12,san marcos,1,12
3408,12,san marcos,1,12
3409,12,san marcos,1,12
3410,12,san marcos,1,12
3411,12,san marcos,1,12
3412,12,san marcos,1,12
3413,12,san marcos,1,17
3414,12,san marcos,1,17
3415,12,san marcos,1,17
3416,12,san marcos,1,17
3417,12,san marcos,1,17
3418,12,san marcos,1,17
3419,12,san marcos,1,17
3420,12,san marcos,1,17
3421,12,san marcos,1,17
3422,12,san marcos,1,17
3423,12,san marcos,1,17
3424,12,san marcos,1,17
3425,12,san marcos,1,17
3426,12,san marcos,2,7
3427,12,san marcos,2,7
3428,12,san marcos,2,7
3429,12,san marcos,2,7
3430,12,san marcos,2,7
3431,12,san marcos,2,18
3432,12,san marcos,2,18
3433,12,san marcos,2,18
3434,12,san marcos,2,18
3435,12,san marcos,2,18
3436,12,san marcos,2,18
3437,12,san marcos,2,18
3438,12,san marcos,2,18
3439,12,san marcos,2,18
3440,12,san marcos,2,18
3441,12,san marcos,2,18
3442,12,san marcos,2,18
3443,12,san marcos,2,48
3444,12,san marcos,2,48
3445,12,san marcos,2,48
3446,12,san marcos,2,48
3447,12,san marcos,2,48
3448,12,san marcos,2,48
3449,12,san marcos,2,48
3450,12,san marcos,2,48
3451,12,san marcos,2,48
3452,12,san marcos,2,48
3453,12,san marcos,2,48
3454,12,san marcos,2,53
3455,12,san marcos,2,53
3456,12,san marcos,2,53
3457,12,san marcos,2,53
3458,12,san marcos,2,53
3459,12,san marcos,2,53
3460,12,san marcos,2,60
3461,12,san marcos,2,60
3462,12,san marcos,2,60
3463,12,san marcos,2,60
3464,12,san marcos,2,60
3465,12,san marcos,2,60
3466,12,san marcos,2,60
3467,12,san marcos,2,60
3468,12,san marcos,2,60
3469,12,san marcos,2,60
3470,12,san marcos,3,4
3471,12,san marcos,3,4
3472,12,san marcos,3,4
3473,12,san marcos,3,4
3474,12,san marcos,3,4
3475,12,san marcos,3,4
3476,12,san marcos,3,4
3477,12,san marcos,3,4
3478,12,san marcos,3,4
3479,12,san marcos,3,4
3480,12,san marcos,3,4
3481,12,san marcos,3,4
3482,12,san marcos,4,34
3483,12,san marcos,4,34
3484,12,san marcos,4,34
3485,12,san marcos,4,34
3486,12,san marcos,4,34
3487,12,san marcos,4,34
3488,12,san marcos,4,34
3489,12,san marcos,4,34
3490,12,san marcos,4,34
3491,12,san marcos,5,17
3492,12,san marcos,5,17
3493,12,san marcos,5,17
3494,12,san marcos,5,17
3495,12,san marcos,5,17
3496,12,san marcos,5,17
3497,12,san marcos,5,17
3498,12,san marcos,6,6
3499,12,san marcos,6,6
3500,12,san marcos,6,6
3501,12,san marcos,6,6
3502,12,san marcos,6,6
3503,12,san marcos,6,6
3504,12,san marcos,6,6
3505,12,san marcos,6,6
3506,12,san marcos,6,27
3507,12,san marcos,6,27
3508,12,san marcos,6,27
3509,12,san marcos,6,27
3510,12,san marcos,6,27
3511,12,san marcos,6,27
3512,12,san marcos,6,27
3513,12,san marcos,6,32
3514,12,san marcos,6,32
3515,12,san marcos,6,32
3516,12,san marcos,6,32
3517,12,san marcos,6,32
3518,12,san marcos,6,32
3519,12,san marcos,6,32
3520,12,san marcos,6,32
3521,12,san marcos,6,43
3522,12,san marcos,6,43
3523,12,san marcos,6,43
3524,12,san marcos,6,43
3525,12,san marcos,6,43
3526,12,san marcos,6,43
3527,12,san marcos,6,43
3528,12,san marcos,6,43
3529,12,san marcos,6,43
3530,12,san marcos,7,17
3531,12,san marcos,7,17
3532,12,san marcos,7,17
3533,12,san marcos,7,17
3534,12,san marcos,7,17
3535,12,san marcos,7,17
3536,12,san marcos,7,17
3537,12,san marcos,7,17
3538,12,san marcos,7,17
3539,12,san marcos,7,17
3540,12,san marcos,7,17
3541,12,san marcos,7,17
3542,12,san marcos,7,24
3543,12,san marcos,7,24
3544,12,san marcos,7,24
3545,12,san marcos,7,24
3546,12,san marcos,7,24
3547,12,san marcos,7,24
3548,12,san marcos,7,24
3549,12,san marcos,7,24
3550,12,san marcos,7,24
3551,12,san marcos,7,24
3552,12,san marcos,7,24
3553,12,san marcos,7,24
3554,12,san marcos,7,24
3555,12,san marcos,7,29
3556,12,san marcos,7,29
3557,12,san marcos,7,29
3558,12,san marcos,7,29
3559,12,san marcos,7,29
3560,12,san marcos,7,29
3561,12,san marcos,7,29
3562,12,san marcos,7,29
3563,12,san marcos,7,29
3564,12,san marcos,7,29
3565,12,san marcos,7,69
3566,12,san marcos,7,69
3567,12,san marcos,7,69
3568,12,san marcos,7,69
3569,12,san marcos,7,69
3570,12,san marcos,7,69
3571,12,san marcos,7,69
3572,12,san marcos,7,69
3573,12,san marcos,7,69
3574,12,san marcos,7,69
3575,12,san marcos,9,16
3576,12,san marcos,9,16
3577,12,san marcos,9,16
3578,12,san marcos,9,16
3579,12,san marcos,9,16
3580,12,san marcos,9,16
3581,12,san marcos,9,16
3582,12,san marcos,9,16
3583,12,san marcos,9,16
3584,12,san marcos,10,2
3585,12,san marcos,10,2
3586,12,san marcos,10,2
3587,12,san marcos,10,2
3588,12,san marcos,10,2
3589,12,san marcos,10,2
3590,12,san marcos,10,2
3591,12,san marcos,10,2
3592,12,san marcos,10,2
3593,12,san marcos,10,2
3594,12,san marcos,10,2
3595,12,san marcos,10,2
3596,12,san marcos,10,2
3597,12,san marcos,10,2
3598,12,san marcos,10,2
3599,12,san marcos,10,19
3600,12,san marcos,10,19
3601,12,san marcos,10,19
3602,12,san marcos,10,19
3603,12,san marcos,10,19
3604,12,san marcos,10,19
3605,12,san marcos,10,19
3606,12,san marcos,10,19
3607,12,san marcos,11,11
3608,12,san marcos,11,11
3609,12,san marcos,11,11
3610,12,san marcos,11,11
3611,12,san marcos,11,11
3612,12,san marcos,11,11
3613,12,san marcos,11,11
3614,12,san marcos,11,11
3615,12,san marcos,11,11
3616,12,san marcos,11,11
3617,12,san marcos,14,5
3618,12,san marcos,14,5
3619,12,san marcos,14,5
3620,12,san marcos,14,5
3621,12,san marcos,14,5
3622,12,san marcos,14,5
3623,12,san marcos,14,5
3624,12,san marcos,14,5
3625,12,san marcos,14,5
3626,12,san marcos,14,5
3627,12,san marcos,14,5
3628,12,san marcos,14,15
3629,12,san marcos,14,15
3630,12,san marcos,14,15
3631,12,san marcos,14,15
3632,12,san marcos,14,15
3633,12,san marcos,14,15
3634,12,san marcos,14,15
3635,12,san marcos,14,15
3636,12,san marcos,14,15
3637,12,san marcos,14,15
3638,12,san marcos,15,15
3639,12,san marcos,15,15
3640,12,san marcos,15,15
3641,12,san marcos,15,15
3642,12,san marcos,15,15
3643,12,san marcos,15,15
3644,12,san marcos,16,3
3645,12,san marcos,16,3
3646,12,san marcos,16,3
3647,12,san marcos,16,3
3648,12,san marcos,16,3
3649,12,san marcos,16,3
3650,12,san marcos,16,3
3651,12,san marcos,16,3
3652,12,san marcos,16,3
3653,12,san marcos,17,9
3654,12,san marcos,17,9
3655,12,san marcos,17,9
3656,12,san marcos,17,9
3657,12,san marcos,17,9
3658,12,san marcos,17,9
3659,12,san marcos,17,9
3660,12,san marcos,17,9
3661,12,san marcos,17,9
3662,12,san marcos,17,9
3663,12,san marcos,17,9
3664,12,san marcos,18,10
3665,12,san marcos,18,10
3666,12,san marcos,18,10
3667,12,san marcos,18,10
3668,12,san marcos,18,10
3669,12,san marcos,18,10
3670,12,san marcos,18,10
3671,12,san marcos,18,10
3672,12,san marcos,18,10
3673,12,san marcos,18,19
3674,12,san marcos,18,19
3675,12,san marcos,18,19
3676,12,san marcos,18,19
3677,12,san marcos,18,19
3678,12,san marcos,18,19
3679,12,san marcos,18,19
3680,12,san marcos,18,19
3681,12,san marcos,28,2
3682,12,san marcos,28,2
3683,12,san marcos,28,2
3684,12,san marcos,28,2
3685,12,san marcos,28,2
3686,12,san marcos,28,2
3687,12,san marcos,28,2
3688,12,san marcos,28,2
3689,12,san marcos,28,2
3690,12,san marcos,28,2
3691,13,huehuetenango,1,4
3692,13,huehuetenango,1,4
3693,13,huehuetenango,1,4
3694,13,huehuetenango,1,4
3695,13,huehuetenango,1,4
3696,13,huehuetenango,1,4
3697,13,huehuetenango,1,8
3698,13,huehuetenango,1,8
3699,13,huehuetenango,1,8
3700,13,huehuetenango,1,8
3701,13,huehuetenango,1,8
3702,13,huehuetenango,1,8
3703,13,huehuetenango,1,8
3704,13,huehuetenango,1,9
3705,13,huehuetenango,1,9
3706,13,huehuetenango,1,9
3707,13,huehuetenango,1,9
3708,13,huehuetenango,1,9
3709,13,huehuetenango,1,9
3710,13,huehuetenango,1,9
3711,13,huehuetenango,1,9
3712,13,huehuetenango,1,11
3713,13,huehuetenango,1,11
3714,13,huehuetenango,1,11
3715,13,huehuetenango,1,11
3716,13,huehuetenango,1,11
3717,13,huehuetenango,1,11
3718,13,huehuetenango,1,11
3719,13,huehuetenango,1,11
3720,13,huehuetenango,1,11
3721,13,huehuetenango,1,11
3722,13,huehuetenango,1,11
3723,13,huehuetenango,1,14
3724,13,huehuetenango,1,14
3725,13,huehuetenango,1,14
3726,13,huehuetenango,1,14
3727,13,huehuetenango,1,14
3728,13,huehuetenango,1,14
3729,13,huehuetenango,1,15
3730,13,huehuetenango,1,15
3731,13,huehuetenango,1,15
3732,13,huehuetenango,1,15
3733,13,huehuetenango,1,15
3734,13,huehuetenango,1,15
3735,13,huehuetenango,1,15
3736,13,huehuetenango,1,15
3737,13,huehuetenango,1,15
3738,13,huehuetenango,1,17
3739,13,huehuetenango,1,17
3740,13,huehuetenango,1,17
3741,13,huehuetenango,1,17
3742,13,huehuetenango,1,17
3743,13,huehuetenango,1,17
3744,13,huehuetenango,1,17
3745,13,huehuetenango,1,17
3746,13,huehuetenango,1,34
3747,13,huehuetenango,1,34
3748,13,huehuetenango,1,34
3749,13,huehuetenango,1,34
3750,13,huehuetenango,1,34
3751,13,huehuetenango,1,34
3752,13,huehuetenango,1,34
3753,13,huehuetenango,1,34
3754,13,huehuetenango,1,34
3755,13,huehuetenango,1,34
3756,13,huehuetenango,1,34
3757,13,huehuetenango,1,34
3758,13,huehuetenango,1,34
3759,13,huehuetenango,1,34
3760,13,huehuetenango,1,52
3761,13,huehuetenango,1,52
3762,13,huehuetenango,1,52
3763,13,huehuetenango,1,52
3764,13,huehuetenango,1,52
3765,13,huehuetenango,1,52
3766,13,huehuetenango,1,52
3767,13,huehuetenango,1,52
3768,13,huehuetenango,1,52
3769,13,huehuetenango,1,52
3770,13,huehuetenango,1,52
3771,13,huehuetenango,1,74
3772,13,huehuetenango,1,74
3773,13,huehuetenango,1,74
3774,13,huehuetenango,1,74
3775,13,huehuetenango,1,74
3776,13,huehuetenango,1,74
3777,13,huehuetenango,1,74
3778,13,huehuetenango,1,74
3779,13,huehuetenango,1,74
3780,13,huehuetenango,1,74
3781,13,huehuetenango,2,3
3782,13,huehuetenango,2,3
3783,13,huehuetenango,2,3
3784,13,huehuetenango,2,3
3785,13,huehuetenango,2,3
3786,13,huehuetenango,2,3
3787,13,huehuetenango,2,3
3788,13,huehuetenango,2,3
3789,13,huehuetenango,2,3
3790,13,huehuetenango,2,3
3791,13,huehuetenango,2,3
3792,13,huehuetenango,2,9
3793,13,huehuetenango,2,9
3794,13,huehuetenango,2,9
3795,13,huehuetenango,2,9
3796,13,huehuetenango,2,9
3797,13,huehuetenango,2,9
3798,13,huehuetenango,2,9
3799,13,huehuetenango,2,9
3800,13,huehuetenango,2,9
3801,13,huehuetenango,2,9
3802,13,huehuetenango,2,9
3803,13,huehuetenango,2,9
3804,13,huehuetenango,2,10
3805,13,huehuetenango,2,10
3806,13,huehuetenango,2,10
3807,13,huehuetenango,2,10
3808,13,huehuetenango,2,10
3809,13,huehuetenango,2,10
3810,13,huehuetenango,2,10
3811,13,huehuetenango,2,10
3812,13,huehuetenango,2,10
3813,13,huehuetenango,2,20
3814,13,huehuetenango,2,20
3815,13,huehuetenango,2,20
3816,13,huehuetenango,2,20
3817,13,huehuetenango,2,20
3818,13,huehuetenango,2,20
3819,13,huehuetenango,2,20
3820,13,huehuetenango,2,20
3821,13,huehuetenango,2,20
3822,13,huehuetenango,2,20
3823,13,huehuetenango,2,21
3824,13,huehuetenango,2,21
3825,13,huehuetenango,2,21
3826,13,huehuetenango,2,21
3827,13,huehuetenango,2,21
3828,13,huehuetenango,2,21
3829,13,huehuetenango,2,21
3830,13,huehuetenango,2,21
3831,13,huehuetenango,2,21
3832,13,huehuetenango,2,21
3833,13,huehuetenango,2,21
3834,13,huehuetenango,2,21
3835,13,huehuetenango,2,21
3836,13,huehuetenango,2,21
3837,13,huehuetenango,2,21
3838,13,huehuetenango,2,25
3839,13,huehuetenango,2,25
3840,13,huehuetenango,2,25
3841,13,huehuetenango,2,25
3842,13,huehuetenango,2,25
3843,13,huehuetenango,2,25
3844,13,huehuetenango,2,25
3845,13,huehuetenango,2,25
3846,13,huehuetenango,2,25
3847,13,huehuetenango,2,25
3848,13,huehuetenango,2,25
3849,13,huehuetenango,2,25
3850,13,huehuetenango,2,40
3851,13,huehuetenango,2,40
3852,13,huehuetenango,2,40
3853,13,huehuetenango,2,40
3854,13,huehuetenango,2,40
3855,13,huehuetenango,2,40
3856,13,huehuetenango,2,40
3857,13,huehuetenango,3,7
3858,13,huehuetenango,3,7
3859,13,huehuetenango,3,7
3860,13,huehuetenango,3,7
3861,13,huehuetenango,3,7
3862,13,huehuetenango,3,7
3863,13,huehuetenango,3,7
3864,13,huehuetenango,3,7
3865,13,huehuetenango,3,7
3866,13,huehuetenango,3,7
3867,13,huehuetenango,4,29
3868,13,huehuetenango,4,29
3869,13,huehuetenango,4,29
3870,13,huehuetenango,4,29
3871,13,huehuetenango,4,29
3872,13,huehuetenango,4,29
3873,13,huehuetenango,4,29
3874,13,huehuetenango,4,29
3875,13,huehuetenango,4,29
3876,13,huehuetenango,4,40
3877,13,huehuetenango,4,40
3878,13,huehuetenango,4,40
3879,13,huehuetenango,4,40
3880,13,huehuetenango,4,40
3881,13,huehuetenango,4,40
3882,13,huehuetenango,4,40
3883,13,huehuetenango,4,40
3884,13,huehuetenango,4,55
3885,13,huehuetenango,4,55
3886,13,huehuetenango,4,55
3887,13,huehuetenango,4,55
3888,13,huehuetenango,4,55
3889,13,huehuetenango,4,55
3890,13,huehuetenango,4,55
3891,13,huehuetenango,4,55
3892,13,huehuetenango,4,55
3893,13,huehuetenango,4,55
3894,13,huehuetenango,5,1
3895,13,huehuetenango,5,1
3896,13,huehuetenango,5,1
3897,13,huehuetenango,5,1
3898,13,huehuetenango,5,1
3899,13,huehuetenango,5,1
3900,13,huehuetenango,5,1
3901,13,huehuetenango,5,1
3902,13,huehuetenango,5,1
3903,13,huehuetenango,5,1
3904,13,huehuetenango,5,1
3905,13,huehuetenango,5,1
3906,13,huehuetenango,5,9
3907,13,huehuetenango,5,9
3908,13,huehuetenango,5,9
3909,13,huehuetenango,5,9
3910,13,huehuetenango,5,9
3911,13,huehuetenango,5,9
3912,13,huehuetenango,5,9
3913,13,huehuetenango,5,9
3914,13,huehuetenango,5,9
3915,13,huehuetenango,5,9
3916,13,huehuetenango,5,9
3917,13,huehuetenango,5,10
3918,13,huehuetenango,5,10
3919,13,huehuetenango,5,10
3920,13,huehuetenango,5,10
3921,13,huehuetenango,5,10
3922,13,huehuetenango,5,10
3923,13,huehuetenango,5,10
3924,13,huehuetenango,5,10
3925,13,huehuetenango,5,10
3926,13,huehuetenango,5,12
3927,13,huehuetenango,5,12
3928,13,huehuetenango,5,12
3929,13,huehuetenango,5,12
3930,13,huehuetenango,5,12
3931,13,huehuetenango,5,12
3932,13,huehuetenango,5,12
3933,13,huehuetenango,5,12
3934,13,huehuetenango,5,12
3935,13,huehuetenango,5,12
3936,13,huehuetenango,5,12
3937,13,huehuetenango,5,26
3938,13,huehuetenango,5,26
3939,13,huehuetenango,5,26
3940,13,huehuetenango,5,26
3941,13,huehuetenango,5,26
3942,13,huehuetenango,5,26
3943,13,huehuetenango,5,26
3944,13,huehuetenango,5,26
3945,13,huehuetenango,5,26
3946,13,huehuetenango,5,26
3947,13,huehuetenango,5,26
3948,13,huehuetenango,6,9
3949,13,huehuetenango,6,9
3950,13,huehuetenango,6,9
3951,13,huehuetenango,6,9
3952,13,huehuetenango,6,9
3953,13,huehuetenango,6,9
3954,13,huehuetenango,6,9
3955,13,huehuetenango,6,9
3956,13,huehuetenango,6,9
3957,13,huehuetenango,6,9
3958,13,huehuetenango,6,14
3959,13,huehuetenango,6,14
3960,13,huehuetenango,6,14
3961,13,huehuetenango,6,14
3962,13,huehuetenango,6,14
3963,13,huehuetenango,6,14
3964,13,huehuetenango,6,14
3965,13,huehuetenango,6,14
3966,13,huehuetenango,7,2
3967,13,huehuetenango,7,2
3968,13,huehuetenango,7,2
3969,13,huehuetenango,7,2
3970,13,huehuetenango,7,2
3971,13,huehuetenango,7,2
3972,13,huehuetenango,7,2
3973,13,huehuetenango,7,2
3974,13,huehuetenango,7,2
3975,13,huehuetenango,7,2
3976,13,huehuetenango,7,2
3977,13,huehuetenango,7,6
3978,13,huehuetenango,7,6
3979,13,huehuetenango,7,6
3980,13,huehuetenango,7,6
3981,13,huehuetenango,7,6
3982,13,huehuetenango,7,6
3983,13,huehuetenango,7,6
3984,13,huehuetenango,7,6
3985,13,huehuetenango,7,6
3986,13,huehuetenango,7,6
3987,13,huehuetenango,7,6
3988,13,huehuetenango,7,6
3989,13,huehuetenango,7,6
3990,13,huehuetenango,7,7
3991,13,huehuetenango,7,7
3992,13,huehuetenango,7,7
3993,13,huehuetenango,7,7
