hhid,batteries_cooking,batteries_home_business,batteries_household,batteries_other,candles_cooking,candles_home_business,candles_household,candles_other,charcoal_cooking,charcoal_home_business,charcoal_household,charcoal_other,electricity_cooking,electricity_home_business,electricity_household,electricity_other,kerosene_cooking,kerosene_home_business,kerosene_household,kerosene_other,other_energy_cooking,other_energy_home_business,other_energy_household,other_energy_other,propane_gas_cooking,propane_gas_home_business,propane_gas_household,propane_gas_other
184,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
185,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
186,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
187,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
188,si,no,no,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,missing
189,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
190,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
191,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
192,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
193,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
194,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
195,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
196,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
197,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
198,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
199,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
200,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
201,no,no,si,missing,no,no,si,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
202,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
203,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
204,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
205,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,si,si,missing
206,missing,missing,missing,missing,no,si,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
207,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,si,no,no,no,no,no,si,missing
208,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
209,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
210,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
211,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
212,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
213,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
214,missing,missing,missing,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
215,missing,missing,missing,missing,no,no,si,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
216,si,no,no,missing,no,no,si,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
217,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
218,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
219,si,no,no,missing,si,no,si,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
220,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
221,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
222,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
223,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
224,si,si,si,missing,no,si,no,missing,no,no,si,no,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
225,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
226,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
227,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
228,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,no,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
229,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
230,no,no,si,missing,si,no,si,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
231,missing,missing,missing,missing,si,no,no,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing
232,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
233,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
234,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
235,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
236,missing,missing,missing,missing,no,no,si,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
237,no,no,si,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
238,si,no,no,missing,si,no,no,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
239,missing,missing,missing,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
240,si,si,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
241,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
242,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
243,no,si,si,missing,missing,missing,missing,missing,no,no,si,no,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
244,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
245,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
246,si,si,no,missing,missing,missing,missing,missing,no,no,si,no,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
247,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
248,si,si,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,no,no,si,no,missing,missing,missing,missing,no,no,si,missing
249,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
250,si,no,si,missing,si,no,no,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
251,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
252,no,si,si,missing,no,no,si,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
253,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
254,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
255,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
256,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
