depto,mupio,sector,hhid,upm2,agreg3,consumption_per_capita_per_day
chimaltenango,12,3,1685,4121003.0,2624.158935546875,4.945213520440956
chimaltenango,12,3,1686,4121003.0,2782.90625,5.2443719879915065
chimaltenango,12,3,1687,4121003.0,6135.3134765625,11.561965529392577
chimaltenango,12,12,1688,4122012.0,1546.696044921875,2.914740448739707
chimaltenango,12,12,1689,4122012.0,1930.4217529296875,3.637869499223667
chimaltenango,12,12,1690,4122012.0,2016.340576171875,3.7997830634526175
chimaltenango,12,12,1691,4122012.0,3321.500244140625,6.259349497841705
chimaltenango,12,12,1692,4122012.0,1399.33251953125,2.6370346709722132
chimaltenango,12,12,1693,4122012.0,2592.484619140625,4.8855234400799255
chimaltenango,12,12,1694,4122012.0,3940.73388671875,7.4262919951531625
chimaltenango,12,12,1695,4122012.0,5170.181640625,9.743179731233031
chimaltenango,12,12,1696,4122012.0,1704.3133544921875,3.2117694281144638
chimaltenango,12,12,1697,4122012.0,3240.75341796875,6.107182534511554
chimaltenango,12,13,1698,4122013.0,4359.3994140625,8.215264948855522
chimaltenango,12,13,1699,4122013.0,2196.453857421875,4.139205581495665
chimaltenango,12,13,1700,4122013.0,2115.708984375,3.9870422988191607
chimaltenango,12,13,1701,4122013.0,2867.7490234375,5.404257742101669
chimaltenango,12,13,1702,4122013.0,2326.223388671875,4.383755571126932
chimaltenango,12,13,1703,4122013.0,3487.2275390625,6.571661701364152
chimaltenango,12,13,1704,4122013.0,2601.256591796875,4.902054175773182
chimaltenango,12,13,1705,4122013.0,4134.91162109375,7.792218900110132
chimaltenango,12,13,1706,4122013.0,1647.405517578125,3.1045269129168
chimaltenango,12,13,1707,4122013.0,1423.611328125,2.6827879562978936
chimaltenango,13,15,1708,4132015.0,1120.498779296875,2.1115739744101005
chimaltenango,13,15,1709,4132015.0,8141.51171875,15.342635418536677
chimaltenango,13,15,1710,4132015.0,2373.599365234375,4.473035346321701
chimaltenango,13,15,1711,4132015.0,2491.297607421875,4.694837056086077
chimaltenango,13,15,1712,4132015.0,4970.2841796875,9.366474032070059
chimaltenango,13,15,1713,4132015.0,3507.66259765625,6.610171460312024
chimaltenango,13,15,1714,4132015.0,3182.95849609375,5.998268312435475
chimaltenango,13,15,1715,4132015.0,2824.343505859375,5.322460275690075
chimaltenango,13,15,1716,4132015.0,2495.80029296875,4.7033223429881295
chimaltenango,13,15,1717,4132015.0,4322.9462890625,8.146569229183056
chimaltenango,13,18,1718,4132018.0,1769.841064453125,3.335256048102605
chimaltenango,13,18,1719,4132018.0,2865.651123046875,5.400304260002805
chimaltenango,13,18,1720,4132018.0,3694.6806640625,6.96260600916155
chimaltenango,13,18,1721,4132018.0,1534.9322509765625,2.892571641781405
chimaltenango,13,18,1722,4132018.0,1429.0841064453125,2.69310137785837
chimaltenango,13,18,1723,4132018.0,2515.945556640625,4.741285984951089
chimaltenango,13,18,1724,4132018.0,4376.705078125,8.247877380497071
chimaltenango,13,18,1725,4132018.0,2085.6181640625,3.9303363084026457
chimaltenango,13,18,1726,4132018.0,1547.287109375,2.9158543065497087
chimaltenango,13,18,1727,4132018.0,3228.628173828125,6.084332576587657
chimaltenango,15,2,1728,4151002.0,3652.90087890625,6.883872226829593
chimaltenango,15,2,1729,4151002.0,3052.077880859375,5.751624490960622
chimaltenango,15,2,1730,4151002.0,1780.9464111328125,3.356184014700074
chimaltenango,15,2,1731,4151002.0,2379.546875,4.4842433967593145
chimaltenango,15,2,1732,4151002.0,9995.052734375,18.835623578284093
chimaltenango,15,2,1733,4151002.0,3835.86328125,7.2286638983805815
chimaltenango,15,2,1734,4151002.0,6611.9990234375,12.46027690050386
chimaltenango,15,2,1735,4151002.0,5102.40771484375,9.615460129509687
chimaltenango,15,2,1736,4151002.0,3997.4140625,7.5331054841600675
chimaltenango,15,2,1737,4151002.0,3512.19873046875,6.618719778407786
chimaltenango,15,2,1738,4151002.0,2109.943115234375,3.9761765491707424
chimaltenango,15,10,1739,4152010.0,5466.29638671875,10.301206391184396
chimaltenango,15,10,1740,4152010.0,6594.8486328125,12.427957080827268
chimaltenango,15,10,1741,4152010.0,3477.116455078125,6.5526074175139915
chimaltenango,15,10,1742,4152010.0,2605.650146484375,4.910333806152694
chimaltenango,15,10,1743,4152010.0,4003.99951171875,7.545515728095218
chimaltenango,15,10,1744,4152010.0,3209.40576171875,6.048108043473026
chimaltenango,15,10,1745,4152010.0,2660.1376953125,5.013015301358844
chimaltenango,15,10,1746,4152010.0,4018.017578125,7.571932699485017
chimaltenango,15,10,1747,4152010.0,3311.150634765625,6.239845714164874
chimaltenango,15,12,1748,4152012.0,4867.58935546875,9.172946183460526
